3 MONTHS REVIEW HIV,3,HIV,HIV
FP RESTARTING FEMALE CONDOM BACKUP,FP,FP,HIV
FP RESTARTING IMPLANTS  IMPLANON  INSERTION,FP,FP,HIV
FP RESTARTING IMPLANTS  IMPLANON  REMOVAL,FP,FP,HIV
FP RESTARTING IMPLANTS  JADELLE  INSERTION,FP,FP,HIV
FP RESTARTING IMPLANTS  JADELLE  REMOVAL,FP,FP,HIV
FP RESTARTING INJECTABLE DEPOPROVERA,FP,FP,HIV
FP RESTARTING IUCD INSERTION,FP,FP,HIV
FP RESTARTING IUCD REMOVAL,FP,FP,HIV
FP RESTARTING JADELLE INSERTION,FP,FP,HIV
FP RESTARTING JADELLE REMOVAL,FP,FP,HIV
FP RESTARTING MALE CONDOM,FP,FP,HIV
FP RESTARTING MALE CONDOM BACKUP,FP,FP,HIV
FP RESTARTING NATURAL METHODS,FP,FP,HIV
FP RESTARTING PROGESTRIN ONLY,FP,FP,HIV
FP RESTARTING TUBAL LIGATION,FP,FP,HIV
FP SEVERE HEADACHE,FP,FP,HIV
FP SUBSEQUENT COMBINED ORAL,FP,FP,HIV
FP SUBSEQUENT FEMALE CONDOM,FP,FP,HIV
FP SUBSEQUENT FEMALE CONDOM BACKUP,FP,FP,HIV
FP SUBSEQUENT IMPLANTS  IMPLANON  INSERTION,FP,FP,HIV
FP SUBSEQUENT IMPLANTS  IMPLANON  REMOVAL,FP,FP,HIV
FP SUBSEQUENT IMPLANTS  JADELLE  INSERTION,FP,FP,HIV
FP SUBSEQUENT IMPLANTS  JADELLE  REMOVAL,FP,FP,HIV
FP SUBSEQUENT IMPLANTS JADELLE REMOVAL,FP,FP,HIV
FP SUBSEQUENT INJECTABLE DEPOPROVERA,FP,FP,HIV
FP SUBSEQUENT IUCD INSERTION,FP,FP,HIV
FP SUBSEQUENT IUCD REMOVAL,FP,FP,HIV
FP SUBSEQUENT JADELLE INSERTION,FP,FP,HIV
FP SUBSEQUENT JADELLE REMOVAL,FP,FP,HIV
FP SUBSEQUENT MALE CONDOM,FP,FP,HIV
FP SUBSEQUENT MALE CONDOM BACKUP,FP,FP,HIV
FP SUBSEQUENT NATURAL METHODS,FP,FP,HIV
FP SUBSEQUENT PROGESTRIN ONLY,FP,FP,HIV
FP SUBSEQUENT TUBAL LIGATION,FP,FP,HIV
FP TUBAL LIGATION,FP,FP,HIV
FP TUBAL LIGATION TOTAL UNITS CYCLES,FP,FP,HIV
FP VASECTOMY,FP,FP,HIV
FP VASECTOMY TOTAL UNITS CYCLES,FP,FP,HIV
FP WANT ANOTHER CHILD,FP,FP,HIV
FR AVERAGE IN PATIENT DAYS,FR,FR,NULL
FR NUMBER OF ADMISSIONS,FR,FR,NULL
FR NUMBER OF DISCHARGES,FR,FR,NULL
FR NUMBER OF IN PATIENTS,FR,FR,NULL
FR TOTAL FOOD EXPENDITURE INCURRED,FR,FR,NULL
FR YEAR TO DATE DEBT ON FOOD SUPPLIES,FR,FR,NULL
GOITRE ADMISSION,GOITRE,NULL,NULL
GOITRE INPATIENT DEATH,GOITRE,NULL,NULL
GOITRE NEW,GOITRE,NULL,NULL
GYNAECOLOGICAL DISORDERS ADMISSION,GYNAECOLOGICAL,NULL,NULL
GYNAECOLOGICAL DISORDERS INPATIENT DEATH,GYNAECOLOGICAL,NULL,NULL
GYNAECOLOGICAL DISORDERS NEW,GYNAECOLOGICAL,NULL,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY CLEARING AIRWAY AND STIMULATION,HBB,HBB,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY DRYING AND WRAPPING ONLY,HBB,HBB,NULL
HBB ASPHYXIA BABIES RESUSCITATED BY GAB AND MASK VENTILATION,HBB,HBB,NULL
HBB ASPHYXIATED BABIES IN HEALTH FACILITIES,HBB,HBB,NULL
HBB BABIES RESUSCITATED IN HEALTH FACILITIES,HBB,HBB,NULL
HBB DEATHS DUE TO ASPHYXIA IN HEALTH FACILITIES,HBB,HBB,NULL
HBB FRESH STILL BIRTHS IN HEALTH FACILITY,HBB,HBB,NULL
HBB HC EQUIPPED WITH FUNCTIONING SUCTION DEVICE,HBB,HBB,NULL
HBB HEALTH FACILITIES EQUIPED WITH AT LEAST A FUNCTIONING AMBUBAG,HBB,HBB,NULL
HBB HEALTH FACILITIES WITH A FUNCTIONING WALL CLOCK OR TIMER,HBB,HBB,NULL
HBB HEALTH FACILITIES WITH FUNCTIONING MASK SIZE 0,HBB,HBB,NULL
HBB HEALTH FACILITIES WITH FUNCTIONING MASK SIZE 1,HBB,HBB,NULL
HBB HEALTH FACILITIES WITH FUNCTIONING NEONATALIE SIMULATOR,HBB,HBB,NULL
HBB HEALTH FACILITIES WITH FUNCTIONING SUCTION DEVICE,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAINEDBY HEALTH FACILITY LEVEL,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAINED BY TYPE OF CADRE,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAINED BY ZONE AND OR DISTRICT,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAINED BY ZONE OR DISTRICT,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAINED IN HBB BY TYPE OF CADRE,HBB,HBB,NULL
HBB HEALTH PROVIDERS TRAIN IN HBB BY HEALTH FACILITY LEVEL,HBB,HBB,NULL
HBB HEALTH WORKERS ORIENTED IN HBB BY HEALTH FACILITIES IN DISTRICT,HBB,HBB,NULL
HBB HEALTH WORKERS ORIENTED TO HBB BY HEALTH FACILITIES,HBB,HBB,NULL
HBB NUMBER OF BABIES BORN ALIVE IN HEALTH FACILITIES,HBB,HBB,NULL
HBB NUMBER OF DELIVERIES IN HEALTH FACILITIES,HBB,HBB,NULL
HBB TRAINED PROVIDERS ABLE TO USE BAG AND MASK RESUSCITATION DURING HBB SUPERVISION,HBB,HBB,NULL
HBB TRAINED PROVIDERS WHO RECEIVED HBB SUPERVISION IN PAST 3 MONTHS,HBB,HBB,NULL
HBB TRAINERS AVAILABLE IN THE DISTRICT,HBB,HBB,NULL
HEALTH ASSISTANTS IN POSTS,HEALTH,NULL,NULL
HEALTH SURVEILLANCE ASSISTANTS IN POSTS,HEALTH,NULL,NULL
HI,HI,NULL,NULL
HIV AIDS ADMISSION,HIV,HIV,HIV
HIV AIDS INPATIENT DEATH,HIV,HIV,HIV
HIV AIDS NEW,HIV,HIV,HIV
HIV AND AIDS DISTRICT HOSPITAL,HIV,HIV,HIV
HIV AND AIDS FLIPCHARTS,HIV,HIV,HIV
HIV AND AIDS HEALTH CENTRE,HIV,HIV,HIV
HIV AND AIDS HEALTH POST,HIV,HIV,HIV
HIV AND AIDS LEAFLETS,HIV,HIV,HIV
HIV AND AIDS NONE,HIV,HIV,HIV
HIV AND AIDS # OF COMMUNITY MEETINGS COMMEMORATION DAYS,HIV,HIV,HIV
HIV AND AIDS # OF FILM SHOWS,HIV,HIV,HIV
HIV AND AIDS # OF INTERACTIVE DRAMA SESSIONS,HIV,HIV,HIV
HIV AND AIDS # OF ROAD SHOWS,HIV,HIV,HIV
HIV AND AIDS OTHER,HIV,HIV,HIV
HIV AND AIDS POSTERS,HIV,HIV,HIV
HIV AND AIDS RURAL COMM HOSP,HIV,HIV,HIV
HIV AND AIDS TOTAL#PROVIDED IN THIS QUARTER,HIV,HIV,HIV
HIV AND AIDS TV DVDS,HIV,HIV,HIV
HM ACTIVE VILLAGE HEALTH COMMITTEES WITHIN CATCHMENT AREA,HM,NULL,NULL
HMIS17 ABORTION COMPLICATIONS TREATED ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 ABORTION COMPLICATIONS TREATED DEATHS,HMIS17,HMIS,NULL
HMIS17 ABORTION COMPLICATIONS TREATED NEW,HMIS17,HMIS,NULL
HMIS17 ACCOUNT AND ADMIN PERSONNEL IN POST,HMIS17,HMIS,NULL
HMIS17 ACUTE EYE INFECTION ADMISSION,HMIS17,HMIS,NULL
HMIS17 ACUTE EYE INFECTION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ACUTE EYE INFECTION NEW,HMIS17,HMIS,NULL
HMIS17 ACUTE PSYCHIATRIC DISORDER ADMISSION,HMIS17,HMIS,NULL
HMIS17 ACUTE PSYCHIATRIC DISORDER INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ACUTE PSYCHIATRIC DISORDER NEW,HMIS17,HMIS,NULL
HMIS17 ACUTE RESPIRATORY INFECTIONS U5 ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 ACUTE RESPIRATORY INFECTIONS U5 DEATHS,HMIS17,HMIS,NULL
HMIS17 ACUTE RESPIRATORY INFECTIONS U5 NEW,HMIS17,HMIS,NULL
HMIS17 ADMISSIONS FROM ALL CAUSES,HMIS17,HMIS,NULL
HMIS17 ALL OTHER COMMUNICABLE DISEASES ADMISSION,HMIS17,HMIS,NULL
HMIS17 ALL OTHER COMMUNICABLE DISEASES INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ALL OTHER COMMUNICABLE DISEASES NEW,HMIS17,HMIS,NULL
HMIS17 ALL OTHER NON COMMUNICABLE DISEASES ADMISSION,HMIS17,HMIS,NULL
HMIS17 ALL OTHER NON COMMUNICABLE DISEASES INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ALL OTHER NON COMMUNICABLE DISEASES NEW,HMIS17,HMIS,NULL
HMIS17 ALL OTHER SURGICAL CONDITIONS ADMISSION,HMIS17,HMIS,NULL
HMIS17 ALL OTHER SURGICAL CONDITIONS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ALL OTHER SURGICAL CONDITIONS NEW,HMIS17,HMIS,NULL
HMIS17 ANAEMIA ADMISSION,HMIS17,HMIS,NULL
HMIS17 ANAEMIA INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ANAEMIA NEW,HMIS17,HMIS,NULL
HMIS17 ANTENATAL FIRST VISIT IN FIRST TRIMESTER,HMIS17,HMIS,NULL
HMIS17 ASTHMA ADMISSION,HMIS17,HMIS,NULL
HMIS17 ASTHMA INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 ASTHMA NEW,HMIS17,HMIS,NULL
HMIS17 BILHARZIA NEW,HMIS17,HMIS,NULL
HMIS17 CAESAREAN SECTION,HMIS17,HMIS,NULL
HMIS17 CASE TREATED AS STI NEW,HMIS17,HMIS,NULL
HMIS17 CATARACT ADMISSION,HMIS17,HMIS,NULL
HMIS17 CATARACT DENTAL DECAY ADMISSION,HMIS17,HMIS,NULL
HMIS17 CATARACT INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 CATARACT NEW,HMIS17,HMIS,NULL
HMIS17 CHICKEN POX ADMISSION,HMIS17,HMIS,NULL
HMIS17 CHICKEN POX NEW,HMIS17,HMIS,NULL
HMIS17 CHRONIC PSYCHIATRIC DISORDER ADMISSION,HMIS17,HMIS,NULL
HMIS17 CHRONIC PSYCHIATRIC DISORDER INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 CHRONIC PSYCHIATRIC DISORDER NEW,HMIS17,HMIS,NULL
HMIS17 CLINICAL OFFICERS IN POST,HMIS17,HMIS,NULL
HMIS17 CONFIRMED HIV POSITIVE CASES,HMIS17,HMIS,HIV
HMIS17 CUMULATIVE ACTUAL EXPENDITURE IN ALL PROGRAMMES,HMIS17,HMIS,NULL
HMIS17 CUMULATIVE ORT ALLOCATION RECEIVED TO DATE,HMIS17,HMIS,NULL
HMIS17 DELIVERY BY TRAINED PERSONNEL,HMIS17,HMIS,NULL
HMIS17 DENTAL DECAY ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 DENTAL DECAY INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DENTAL DECAY NEW,HMIS17,HMIS,NULL
HMIS17 DIABETIC CASES ADMISSION,HMIS17,HMIS,NULL
HMIS17 DIABETIC CASES DEATH,HMIS17,HMIS,NULL
HMIS17 DIABETIC CASES NEW,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  ADMISSION,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  NEW,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  UNDER 5 YEARS ADMISSION,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  UNDER 5 YEARS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DIARRHOEA DISEASES  NON BLOODY  UNDER 5 YEARS NEW,HMIS17,HMIS,NULL
HMIS17 DIRECT OBSTETRIC INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DISCHARGES TOTAL,HMIS17,HMIS,NULL
HMIS17 DOCTORS IN POSTS,HMIS17,HMIS,NULL
HMIS17 DOG BITE ADMISSION,HMIS17,HMIS,NULL
HMIS17 DOG BITE INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DOG BITE NEW,HMIS17,HMIS,NULL
HMIS17 DYSENTERY ADMISSION,HMIS17,HMIS,NULL
HMIS17 DYSENTERY INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DYSENTERY NEW,HMIS17,HMIS,NULL
HMIS17 DYSENTERY UNDER 5 YEARS ADMISSION,HMIS17,HMIS,NULL
HMIS17 DYSENTERY UNDER 5 YEARS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 DYSENTERY UNDER 5 YEARS NEW,HMIS17,HMIS,NULL
HMIS17 EAR INFECTION ADMISSION,HMIS17,HMIS,NULL
HMIS17 EAR INFECTION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 EAR INFECTION NEW,HMIS17,HMIS,NULL
HMIS17 ECLAMPSIA ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 ECLAMPSIA DEATHS,HMIS17,HMIS,NULL
HMIS17 ECLAMPSIA NEW,HMIS17,HMIS,NULL
HMIS17 EPILEPSY ADMISSION,HMIS17,HMIS,NULL
HMIS17 EPILEPSY INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 EPILEPSY NEW,HMIS17,HMIS,NULL
HMIS17 FAMILY PLANNING ACCEPTORS OF CHILD BEARING AGE NEW,HMIS17,HMIS,NULL
HMIS17 FIRST ANTENATAL VISIT,HMIS17,HMIS,NULL
HMIS17 FUNCTIONING AMBULANCES,HMIS17,HMIS,NULL
HMIS17 GOITRE ADMISSION,HMIS17,HMIS,NULL
HMIS17 GOITRE NEW,HMIS17,HMIS,NULL
HMIS17 GYNAECOLOGICAL DISORDERS ADMISSION,HMIS17,HMIS,NULL
HMIS17 GYNAECOLOGICAL DISORDERS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 GYNAECOLOGICAL DISORDERS NEW,HMIS17,HMIS,NULL
HMIS17 GYNAECOLOGY VISTS,HMIS17,HMIS,NULL
HMIS17 HIV AIDS ADMISSION,HMIS17,HMIS,HIV
HMIS17 HIV AIDS INPATIENT DEATH,HMIS17,HMIS,HIV
HMIS17 HIV AIDS NEW,HMIS17,HMIS,HIV
HMIS17 HIV TEST POSITIVE 15 49 YEARS,HMIS17,HMIS,HIV
HMIS17 HYPERTENSION ADMISSION,HMIS17,HMIS,NULL
HMIS17 HYPERTENSION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 HYPERTENSION NEW,HMIS17,HMIS,NULL
HMIS17 INCOME COST SHARING,HMIS17,HMIS,NULL
HMIS17 INPATIENT DAYS,HMIS17,HMIS,NULL
HMIS17 INPATIENT DEATHS TOTAL,HMIS17,HMIS,NULL
HMIS17 INSECTICIDE TREATED NETS DISTRIBUTED,HMIS17,HMIS,NULL
HMIS17 INTESTINAL WORMS NEW,HMIS17,HMIS,NULL
HMIS17 IRON SUPPLEMENTATION RECEIVED BY PREGNANT WOMAN,HMIS17,HMIS,NULL
HMIS17 JAUNDICE AND INFECTIVE HEPATITIS ADMISSION,HMIS17,HMIS,NULL
HMIS17 JAUNDICE AND INFECTIVE HEPATITIS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 JAUNDICE AND INFECTIVE HEPATITIS NEW,HMIS17,HMIS,NULL
HMIS17 LEPROSY ADMISSION,HMIS17,HMIS,NULL
HMIS17 LEPROSY NEW,HMIS17,HMIS,NULL
HMIS17 LIVE BIRTH,HMIS17,HMIS,NULL
HMIS17 LIVE BIRTH UNDER 2500G,HMIS17,HMIS,NULL
HMIS17 MALARIA 5 YEARS AND OLDER ADMISSION,HMIS17,HMIS,NULL
HMIS17 MALARIA 5 YEARS AND OLDER DEATHS,HMIS17,HMIS,NULL
HMIS17 MALARIA 5 YEARS AND OLDER NEW,HMIS17,HMIS,NULL
HMIS17 MALARIA ADMISSION,HMIS17,HMIS,NULL
HMIS17 MALARIA INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MALARIA NEW,HMIS17,HMIS,NULL
HMIS17 MALARIA UNDER 5 YEARS ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 MALARIA UNDER 5 YEARS DEATHS,HMIS17,HMIS,NULL
HMIS17 MALARIA UNDER 5 YEARS NEW,HMIS17,HMIS,NULL
HMIS17 MALNUTRITION ADMISSION,HMIS17,HMIS,NULL
HMIS17 MALNUTRITION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MALNUTRITION NEW,HMIS17,HMIS,NULL
HMIS17 MEASLES ADMISSION,HMIS17,HMIS,NULL
HMIS17 MEASLES INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MEASLES NEW,HMIS17,HMIS,NULL
HMIS17 MEASLES UNDER 5 YEARS ADMISSION,HMIS17,HMIS,NULL
HMIS17 MEASLES UNDER 5 YEARS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MEASLES UNDER 5 YEARS NEW,HMIS17,HMIS,NULL
HMIS17 MENINGITIS ADMISSION,HMIS17,HMIS,NULL
HMIS17 MENINGITIS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MENINGITIS NEW,HMIS17,HMIS,NULL
HMIS17 MUSCULOSKELETAL PAINS ADMISSION,HMIS17,HMIS,NULL
HMIS17 MUSCULOSKELETAL PAINS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 MUSCULOSKELETAL PAINS NEW,HMIS17,HMIS,NULL
HMIS17 NEW BORN COMPLICATIONS ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 NEW BORN COMPLICATIONS NEW,HMIS17,HMIS,NULL
HMIS17 NEW PATIENTS ATTENDING PHYSIOTHERAPY,HMIS17,HMIS,NULL
HMIS17 NIVERAPINE DOSE TO BABY BORN TO WOMAN WITH HIV,HMIS17,HMIS,HIV
HMIS17 NURSING OFFICERS IN POSTS,HMIS17,HMIS,NULL
HMIS17 OPD TOTAL ATTENDANCE,HMIS17,HMIS,NULL
HMIS17 OPERATIONS DURING THE SAME PERIOD,HMIS17,HMIS,NULL
HMIS17 OPERATIONS PERFORMED WITHIN 7 DAYS OF ADMISSION,HMIS17,HMIS,NULL
HMIS17 OPPORTUNISTIC INFECTIONS ADMISSION,HMIS17,HMIS,NULL
HMIS17 OPPORTUNISTIC INFECTIONS INPATIENT DEATHS,HMIS17,HMIS,NULL
HMIS17 OPPORTUNISTIC INFECTIONS NEW,HMIS17,HMIS,NULL
HMIS17 OTHER GENITO URINARY TRACT INFECTION ADMISSION,HMIS17,HMIS,NULL
HMIS17 OTHER GENITO URINARY TRACT INFECTION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 OTHER GENITO URINARY TRACT INFECTION NEW,HMIS17,HMIS,NULL
HMIS17 OTHER HEART DISEASES ADMISSION,HMIS17,HMIS,NULL
HMIS17 OTHER HEART DISEASES INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 OTHER HEART DISEASES NEW,HMIS17,HMIS,NULL
HMIS17 OTHER LOWER RESPIRATORY INFECTION ADMISSION,HMIS17,HMIS,NULL
HMIS17 OTHER LOWER RESPIRATORY INFECTION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 OTHER LOWER RESPIRATORY INFECTION NEW,HMIS17,HMIS,NULL
HMIS17 OTHER ORAL CONDITIONS ADMISSION,HMIS17,HMIS,NULL
HMIS17 OTHER ORAL CONDITIONS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 OTHER ORAL CONDITIONS NEW,HMIS17,HMIS,NULL
HMIS17 OTHER SKIN CONDITIONS ADMISSION,HMIS17,HMIS,NULL
HMIS17 OTHER SKIN CONDITIONS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 OTHER SKIN CONDITIONS NEW,HMIS17,HMIS,NULL
HMIS17 PATIENTS CURED AND DISCHARGED HOME,HMIS17,HMIS,NULL
HMIS17 PATIENTS SEEN BY SPECIALISTS WITHIN 4 WEEKS OF APPOINTMENT,HMIS17,HMIS,NULL
HMIS17 PATIENTS SEEN IN THE SPECIALIST CLINIC TOTAL,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA ADMISSION,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA NEW,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA UNDER 5 YEARS ADMISSION,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA UNDER 5 YEARS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 PNEUMONIA UNDER 5 YEARS NEW,HMIS17,HMIS,NULL
HMIS17 POSTNATAL WOMAN RECEIVING VITAMIN A WITHIN 2 WEEKS OF DELIVERY,HMIS17,HMIS,NULL
HMIS17 POST PARTUM HAEMORRHAGE ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 POST PARTUM HAEMORRHAGE DEATHS,HMIS17,HMIS,NULL
HMIS17 POST PARTUM HAEMORRHAGE NEW,HMIS17,HMIS,NULL
HMIS17 PREGNANT WOMAN RECEIVING VCT AND SEROSTATUS RESULT,HMIS17,HMIS,NULL
HMIS17 PREGNANT WOMAN TESTED HIV POSITIVE,HMIS17,HMIS,HIV
HMIS17 RABIES ADMISSION,HMIS17,HMIS,NULL
HMIS17 RABIES INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 RABIES NEW,HMIS17,HMIS,NULL
HMIS17 REFERALS FROM OTHER INSTITUTIONS,HMIS17,HMIS,NULL
HMIS17 REFERRALS TO OTHER INSTITUTIONS,HMIS17,HMIS,NULL
HMIS17 ROAD TRAFFIC ACCIDENTS ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 ROAD TRAFFIC ACCIDENTS DEATH,HMIS17,HMIS,NULL
HMIS17 ROAD TRAFFIC ACCIDENTS NEW,HMIS17,HMIS,NULL
HMIS17 SCABIES ADMISSION,HMIS17,HMIS,NULL
HMIS17 SCABIES NEW,HMIS17,HMIS,NULL
HMIS17 SEPSIS ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 SEPSIS DEATHS,HMIS17,HMIS,NULL
HMIS17 SEPSIS NEW,HMIS17,HMIS,NULL
HMIS17 SEVERE ANAEMIA IN PREGNANCY ADMISSIONS,HMIS17,HMIS,NULL
HMIS17 SEVERE ANAEMIA IN PREGNANCY DEATHS,HMIS17,HMIS,NULL
HMIS17 SEVERE ANAEMIA IN PREGNANCY NEW,HMIS17,HMIS,NULL
HMIS17 SEXUALLY TRANSMITTED INFECTIONS ADMISSION,HMIS17,HMIS,HIV
HMIS17 SEXUALLY TRANSMITTED INFECTIONS INPATIENT DEATH,HMIS17,HMIS,HIV
HMIS17 SPECIALISTS IN POST,HMIS17,HMIS,NULL
HMIS17 SULPHA PYRIMETHAMINE RECEIVED BY PREGNANT WOMAN,HMIS17,HMIS,NULL
HMIS17 TECHNICIANS IN POST,HMIS17,HMIS,NULL
HMIS17 TET TOX 5TH BOOSTER DOSE TO PREGNANT WOMAN,HMIS17,HMIS,NULL
HMIS17 TOTAL ANC ATTENDANCE,HMIS17,HMIS,NULL
HMIS17 TOTAL ANTENATAL VISITS,HMIS17,HMIS,NULL
HMIS17 TOTAL PHYSIOTHERAPY ATTENDANCE,HMIS17,HMIS,NULL
HMIS17 TRAUMATIC CONDITIONS ADMISSION,HMIS17,HMIS,NULL
HMIS17 TRAUMATIC CONDITIONS INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 TRAUMATIC CONDITIONS NEW,HMIS17,HMIS,NULL
HMIS17 TTV 5TH DOSE,HMIS17,HMIS,NULL
HMIS17 TUBERCULOSIS DETECTED ADMISSION,HMIS17,HMIS,NULL
HMIS17 TUBERCULOSIS DETECTED INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 TUBERCULOSIS DIAGNOSED NEW,HMIS17,HMIS,NULL
HMIS17 TYPHOID ADMISSION,HMIS17,HMIS,NULL
HMIS17 TYPHOID INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 TYPHOID NEW,HMIS17,HMIS,NULL
HMIS17 UPPER RESPIRATORY INFECTION ADMISSION,HMIS17,HMIS,NULL
HMIS17 UPPER RESPIRATORY INFECTION INPATIENT DEATH,HMIS17,HMIS,NULL
HMIS17 UPPER RESPIRATORY INFECTION NEW,HMIS17,HMIS,NULL
HMIS17 VOLUNTARY COUNSELLING AND TESTING 15 49 AGE GROUP,HMIS17,HMIS,NULL
HMIS17 WOMAN OF CHILD BEARING AGE USING MODERN FAMILY PLANNING METHODS,HMIS17,HMIS,NULL
HMIS17 WOMAN WITH OBSTETRIC COMPLICATION TREATED AT OBSTETRIC CARE FACILITY,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING CONDOMS,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING DEPO PROVERA,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING IUCD,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING NORPLANT,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING ORAL PILLS,HMIS17,HMIS,NULL
HMIS17 WOMEN OF REPRODUCTIVE AGE RECEIVING STERILISATION,HMIS17,HMIS,NULL
HMIS17 YELLOW FEVER ADMISSION,HMIS17,HMIS,NULL
HMIS17 YELLOW FEVER NEW,HMIS17,HMIS,NULL
HMIS ABORTION COMPLICATIONS TREATED,HMIS,HMIS,NULL
HMIS ACUTE EYE INFECTION ADMISSION,HMIS,HMIS,NULL
HMIS ACUTE EYE INFECTION INPATIENT DEATH,HMIS,HMIS,NULL
HMIS ACUTE FLACCID PARALYSIS ADMISSION,HMIS,HMIS,NULL
HMIS ACUTE FLACCID PARALYSIS INPATIENT DEATH,HMIS,HMIS,NULL
HMIS ACUTE FLACCID PARALYSIS NEW,HMIS,HMIS,NULL
HMIS ACUTE FLACCID PARALYSIS UNDER 15 YEARS NEW,HMIS,HMIS,NULL
HMIS ACUTE RESPIRATORY INFECTIONS UNDER 5 YEARS INPATIENT DEATH,HMIS,HMIS,NULL
HMIS ACUTE RESPIRATORY INFECTIONS UNDER 5 YEARS NEW,HMIS,HMIS,NULL
HMIS ADMISSIONS,HMIS,HMIS,NULL
HMIS ANTENATAL FIRST VISIT,HMIS,HMIS,NULL
HMIS ANTENATAL FIRST VISIT IN FIRST TRIMESTER,HMIS,HMIS,NULL
HMIS ANTENATAL TOTAL VISITS,HMIS,HMIS,NULL
HMIS BCG,HMIS,HMIS,NULL
HMIS BED CAPACITY,HMIS,HMIS,NULL
HMIS CAESAREAN SECTION,HMIS,HMIS,NULL
HMIS CASE TREATED AS STI NEW,HMIS,HMIS,NULL
