Element Code,System,Label,Element,System Type ,Level ,HIV,Program Area,Kuunika Goal ,Potential Overlap (HIV),Overlap 
4265,HMIS,DHIS,PED GOITRE,Electronic,District,N,NULL,NULL,NULL,NULL
4266,HMIS,DHIS,PED IN PATIENT DAYS,Electronic,District,N,NULL,NULL,NULL,NULL
4267,HMIS,DHIS,PED INFLUENZA  ALL FORMS ,Electronic,District,N,NULL,NULL,NULL,NULL
4268,HMIS,DHIS,PED INTESTINAL WORMS,Electronic,District,N,NULL,NULL,NULL,NULL
4269,HMIS,DHIS,PED JAUNDICE AND INFECTIVE HEPATITIS,Electronic,District,N,NULL,NULL,NULL,NULL
4270,HMIS,DHIS,PED MALARIA  PRESUMPTIVE ,Electronic,District,Y,MALARIA,3,Y,NULL
4271,HMIS,DHIS,PED MASTODITIS,Electronic,District,N,NULL,NULL,NULL,NULL
4272,HMIS,DHIS,PED MEASLES,Electronic,District,N,NULL,NULL,NULL,NULL
4273,HMIS,DHIS,PED MENINGITIS,Electronic,District,N,NULL,NULL,NULL,NULL
4274,HMIS,DHIS,PED MUSCULOSKELETAL PAINS,Electronic,District,N,NULL,NULL,NULL,NULL
4275,HMIS,DHIS,PED NEONATAL TETANUS,Electronic,District,N,NULL,NULL,NULL,NULL
4276,HMIS,DHIS,PED NO OF PATIENTS OPERATED ON WITHIN 7 DAYS,Electronic,District,N,NULL,NULL,NULL,NULL
4277,HMIS,DHIS,PED NO OF PATIENTS SEEN BY SPECIALIST WITHIN 4WKS OF APPOINTMENT,Electronic,District,N,NULL,NULL,NULL,NULL
4278,HMIS,DHIS,PED NO OF PATIENTS WHO ABSCONDED,Electronic,District,N,NULL,NULL,NULL,NULL
4279,HMIS,DHIS,PED NO OF REPORTED KEY MEDICAL SUPPLIES STOCK OUTS OF MORE THAN 7 DAYS,Electronic,District,N,NULL,NULL,NULL,NULL
4280,HMIS,DHIS,PED NO OF REPORTED KEY MEDICINES STOCK OUTS OF MORE THAN 7 DAYS,Electronic,District,N,NULL,NULL,NULL,NULL
4281,HMIS,DHIS,"PED NO OF REPORTED NON FUNCTIONAL MEDICAL EQUIPMENT LASTING MORE THAN 7DAYS			",Electronic,District,N,NULL,NULL,NULL,NULL
4282,HMIS,DHIS,PED OCCUPATIONAL RELATED INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4283,HMIS,DHIS,PED OPD TOTAL ATTENDANCE,Electronic,District,Y,OTHER,3,Y,NULL
4284,HMIS,DHIS,PED OTHER GENITO URINARY TRACT INFECTION,Electronic,District,N,NULL,NULL,NULL,NULL
4285,HMIS,DHIS,PED OTHER IMMUNIZABLE DISEASES,Electronic,District,N,NULL,NULL,NULL,NULL
4286,HMIS,DHIS,PED OTHER INFECTIONS OF THE HEART,Electronic,District,N,NULL,NULL,NULL,NULL
4287,HMIS,DHIS,PED OTITIS MEDIA,Electronic,District,N,NULL,NULL,NULL,NULL
4288,HMIS,DHIS,PED PLAGUE,Electronic,District,N,NULL,NULL,NULL,NULL
4289,HMIS,DHIS,PED PNEUMONIA  5 YR AND ABOVE  ,Electronic,District,N,NULL,NULL,NULL,NULL
4290,HMIS,DHIS,PED PNEUMONIA UNDER 5,Electronic,District,N,NULL,NULL,NULL,NULL
4291,HMIS,DHIS,PED POLIO,Electronic,District,N,NULL,NULL,NULL,NULL
4292,HMIS,DHIS,PED RABIES,Electronic,District,N,NULL,NULL,NULL,NULL
4293,HMIS,DHIS,PED RHEUMATIC HEART DISEASE,Electronic,District,N,NULL,NULL,NULL,NULL
4294,HMIS,DHIS,PED ROAD TRAFFIC INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4295,HMIS,DHIS,PED SEPSIS,Electronic,District,N,NULL,NULL,NULL,NULL
4296,HMIS,DHIS,PED SEXUAL ASSAULT INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4297,HMIS,DHIS,PED SEXUALLY TRANSMITTED INFECTIONS,Electronic,District,Y,ART,4,Y,NULL
4298,HMIS,DHIS,PED TETANUS,Electronic,District,N,NULL,NULL,NULL,NULL
4299,HMIS,DHIS,PED TOTAL NUMBER OF ADMISSIONS,Electronic,District,Y,OTHER,3,Y,NULL
4300,HMIS,DHIS,PED TOTAL NUMBER OF DISCHARGES,Electronic,District,Y,OTHER,3,Y,NULL
4301,HMIS,DHIS,PED TOTAL NUMBER OF IN PATIENT DAYS,Electronic,District,Y,OTHER,3,Y,NULL
4302,HMIS,DHIS,PED TOTAL NUMBER OF IN PATIENT DEATHS,Electronic,District,Y,OTHER,3,Y,NULL
4303,HMIS,DHIS,PED TRAUMA CHEST AND ABDOMEN,Electronic,District,N,NULL,NULL,NULL,NULL
4304,HMIS,DHIS,PED TRAUMA EXTREMITIES,Electronic,District,N,NULL,NULL,NULL,NULL
4305,HMIS,DHIS,PED TRAUMA HEAD INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4306,HMIS,DHIS,PED TRAUMA SPINAL INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4307,HMIS,DHIS,PED TRAUMATIC CONDITIONS,Electronic,District,N,NULL,NULL,NULL,NULL
4308,HMIS,DHIS,PED TUBERCULOSIS,Electronic,District,N,NULL,NULL,NULL,NULL
4309,HMIS,DHIS,PED TYPHOID FEVER,Electronic,District,N,NULL,NULL,NULL,NULL
4310,HMIS,DHIS,PED YELLOW FEVER,Electronic,District,N,NULL,NULL,NULL,NULL
4311,HMIS,DHIS,PHA ALDOMET  METHODOPAL ,Electronic,District,N,NULL,NULL,NULL,NULL
4312,HMIS,DHIS,PHA AMINOPHYLLINE,Electronic,District,N,NULL,NULL,NULL,NULL
4313,HMIS,DHIS,PHA ATROPINE SULPHATE,Electronic,District,N,NULL,NULL,NULL,NULL
4314,HMIS,DHIS,PHA BENZHEXOL,Electronic,District,N,NULL,NULL,NULL,NULL
4315,HMIS,DHIS,PHA BENZYL PENICILLIN,Electronic,District,N,NULL,NULL,NULL,NULL
4316,HMIS,DHIS,PHA CHLORAMPHENICOL,Electronic,District,N,NULL,NULL,NULL,NULL
4317,HMIS,DHIS,PHA CHLORPROMAZINE,Electronic,District,N,NULL,NULL,NULL,NULL
4318,HMIS,DHIS,PHA CIMETIDINE,Electronic,District,N,NULL,NULL,NULL,NULL
4319,HMIS,DHIS,PHA CULTURE PLATES,Electronic,District,N,NULL,NULL,NULL,NULL
4320,HMIS,DHIS,PHA DAPSON,Electronic,District,N,NULL,NULL,NULL,NULL
4321,HMIS,DHIS,PHA DEFIBULLATOR,Electronic,District,N,NULL,NULL,NULL,NULL
4322,HMIS,DHIS,PHA DENTAL AMALGAM,Electronic,District,N,NULL,NULL,NULL,NULL
4323,HMIS,DHIS,PHA DEXAMETHAZONE EYE DROPS 01%,Electronic,District,N,NULL,NULL,NULL,NULL
4324,HMIS,DHIS,PHA DIAZEPAM,Electronic,District,N,NULL,NULL,NULL,NULL
4325,HMIS,DHIS,PHA DIGOXIN,Electronic,District,N,NULL,NULL,NULL,NULL
4326,HMIS,DHIS,PHA ECG,Electronic,District,N,NULL,NULL,NULL,NULL
4327,HMIS,DHIS,PHA EDTA TUBES,Electronic,District,N,NULL,NULL,NULL,NULL
4328,HMIS,DHIS,PHA FBC MACHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4329,HMIS,DHIS,PHA FRUSEMIDE,Electronic,District,N,NULL,NULL,NULL,NULL
4330,HMIS,DHIS,PHA FUNCTIONING VENTILATOR,Electronic,District,N,NULL,NULL,NULL,NULL
4331,HMIS,DHIS,PHA GENTAMICIN,Electronic,District,N,NULL,NULL,NULL,NULL
4332,HMIS,DHIS,PHA GLIBENCLAMIDE,Electronic,District,N,NULL,NULL,NULL,NULL
4333,HMIS,DHIS,PHA GLUCOSE REAGENTS,Electronic,District,N,NULL,NULL,NULL,NULL
4334,HMIS,DHIS,PHA GLYCERYLTRINITRATE,Electronic,District,N,NULL,NULL,NULL,NULL
4335,HMIS,DHIS,PHA HALOTHANE,Electronic,District,N,NULL,NULL,NULL,NULL
4336,HMIS,DHIS,PHA HORMONES,Electronic,District,N,NULL,NULL,NULL,NULL
4337,HMIS,DHIS,PHA ISOTONE,Electronic,District,N,NULL,NULL,NULL,NULL
4338,HMIS,DHIS,PHA LENTE INSULIN,Electronic,District,N,NULL,NULL,NULL,NULL
4339,HMIS,DHIS,PHA LIGNOCAINE CARTRIDGE,Electronic,District,N,NULL,NULL,NULL,NULL
4340,HMIS,DHIS,PHA METRONIDAZOLE,Electronic,District,N,NULL,NULL,NULL,NULL
4341,HMIS,DHIS,PHA MOBILE X RAY MACHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4342,HMIS,DHIS,PHA MORPHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4343,HMIS,DHIS,PHA NASO GASTRIC TUBES,Electronic,District,N,NULL,NULL,NULL,NULL
4344,HMIS,DHIS,PHA OXYTOCIN,Electronic,District,N,NULL,NULL,NULL,NULL
4345,HMIS,DHIS,PHA PARALDEHYDE,Electronic,District,N,NULL,NULL,NULL,NULL
4346,HMIS,DHIS,PHA PETHIDINE,Electronic,District,N,NULL,NULL,NULL,NULL
4347,HMIS,DHIS,PHA PREDNISOLONE,Electronic,District,N,NULL,NULL,NULL,NULL
4348,HMIS,DHIS,PHA PROPRANOLOL,Electronic,District,N,NULL,NULL,NULL,NULL
4349,HMIS,DHIS,PHA RANITIDINE,Electronic,District,N,NULL,NULL,NULL,NULL
4350,HMIS,DHIS,PHA REAGENTS FOR HIV,Electronic,District,Y,HTC,2,Y,NULL
4351,HMIS,DHIS,PHA SALBUTAMOL INHALER,Electronic,District,N,NULL,NULL,NULL,NULL
4352,HMIS,DHIS,PHA SALBUTAMOL NEBULIZER,Electronic,District,N,NULL,NULL,NULL,NULL
4353,HMIS,DHIS,PHA SOLUBLE INSULIN,Electronic,District,N,NULL,NULL,NULL,NULL
4354,HMIS,DHIS,PHA SUCTION TUBES,Electronic,District,N,NULL,NULL,NULL,NULL
4355,HMIS,DHIS,PHA SUTURES,Electronic,District,N,NULL,NULL,NULL,NULL
4356,HMIS,DHIS,PHA SYNTOMETRINE,Electronic,District,N,NULL,NULL,NULL,NULL
4357,HMIS,DHIS,PHA THERMAL PAPER,Electronic,District,N,NULL,NULL,NULL,NULL
4358,HMIS,DHIS,PHA THIOPENTONE,Electronic,District,N,NULL,NULL,NULL,NULL
4359,HMIS,DHIS,PHA U + E MACHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4360,HMIS,DHIS,PHA ULTRA SOUND,Electronic,District,N,NULL,NULL,NULL,NULL
4361,HMIS,DHIS,PHA URINARY CATHETERS,Electronic,District,N,NULL,NULL,NULL,NULL
4362,HMIS,DHIS,PHA WARFARIN,Electronic,District,N,NULL,NULL,NULL,NULL
4363,HMIS,DHIS,PHA X RAY FILMS,Electronic,District,N,NULL,NULL,NULL,NULL
4364,HMIS,DHIS,PHARMACIST IN POST,Electronic,District,Y,OTHER,7,Y,NULL
4365,HMIS,DHIS,PHARMACY TECHN IN POST,Electronic,District,Y,OTHER,7,Y,NULL
4366,HMIS,DHIS,PHYSICIAN,Electronic,District,Y,OTHER,7,Y,NULL
4367,HMIS,DHIS,PHYSIOTHERAPIST,Electronic,District,N,NULL,NULL,NULL,NULL
4368,HMIS,DHIS,PLAGUE ADMISSION,Electronic,District,N,NULL,NULL,NULL,NULL
4369,HMIS,DHIS,PLAGUE INPATIENT DEATH,Electronic,District,N,NULL,NULL,NULL,NULL
4370,HMIS,DHIS,PLC AIDS,Electronic,District,Y,ART,4,Y,NULL
4371,HMIS,DHIS,PLC ALL CANCER OF THE CENTRAL NERVOUS SYSTEM,Electronic,District,N,NULL,NULL,NULL,NULL
4372,HMIS,DHIS,PLC ALL CANCERS OF DIGESTIVE ORGANS,Electronic,District,N,NULL,NULL,NULL,NULL
4373,HMIS,DHIS,PLC ALL CANCERS OF RESPIRATORY ORGANS,Electronic,District,N,NULL,NULL,NULL,NULL
4374,HMIS,DHIS,PLC ALL CANCERS OF THE BONE AND CARTILAGE,Electronic,District,N,NULL,NULL,NULL,NULL
4375,HMIS,DHIS,PLC ALL CANCERS OF URINARY ORGANS,Electronic,District,N,NULL,NULL,NULL,NULL
4376,HMIS,DHIS,PLC ALL FEMALE GENITAL ORGANS CANCERS,Electronic,District,Y,CC,3,Y,NULL
4377,HMIS,DHIS,PLC ALL MALE GENITAL ORGAN CANCERS,Electronic,District,N,CC,3,Y,NULL
4378,HMIS,DHIS,PLC ALL MALIGNANT MELANOMA OF THE SKIN,Electronic,District,N,NULL,NULL,NULL,NULL
4379,HMIS,DHIS,PLC ALL OTHER CANCERS OF THE ENDOCLINE GLANDS,Electronic,District,N,NULL,NULL,NULL,NULL
4380,HMIS,DHIS,PLC ALL OTHER CANCERS OF THE THROAT,Electronic,District,N,NULL,NULL,NULL,NULL
4381,HMIS,DHIS,PLC AVN,Electronic,District,N,NULL,NULL,NULL,NULL
4382,HMIS,DHIS,PLC BRAIN CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4383,HMIS,DHIS,PLC BREAST CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4384,HMIS,DHIS,PLC BRONCHUS CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4385,HMIS,DHIS,PLC BURKITTS LYMPHOMAS,Electronic,District,N,NULL,NULL,NULL,NULL
4386,HMIS,DHIS,PLC CANCER OF THE ANUS,Electronic,District,N,NULL,NULL,NULL,NULL
4387,HMIS,DHIS,PLC CANCER OF THE BLADDER,Electronic,District,N,NULL,NULL,NULL,NULL
4388,HMIS,DHIS,PLC CANCER OF THE EYE,Electronic,District,N,NULL,NULL,NULL,NULL
4389,HMIS,DHIS,PLC CANCER OF THE LIVER,Electronic,District,N,NULL,NULL,NULL,NULL
4390,HMIS,DHIS,PLC CANCER OF THE OVARY,Electronic,District,N,NULL,NULL,NULL,NULL
4391,HMIS,DHIS,PLC CANCER OF THE PANCREAS,Electronic,District,N,NULL,NULL,NULL,NULL
4392,HMIS,DHIS,PLC CANCER OF THE RECTUM,Electronic,District,N,NULL,NULL,NULL,NULL
4393,HMIS,DHIS,PLC CANCER OF THE THYROID GLAND,Electronic,District,N,NULL,NULL,NULL,NULL
4394,HMIS,DHIS,PLC CANCER OF THE VAGINA,Electronic,District,N,CC,3,Y,NULL
4395,HMIS,DHIS,PLC CANCER OF THE VULVA,Electronic,District,N,CC,3,Y,NULL
4396,HMIS,DHIS,PLC CERVICAL CANCER,Electronic,District,Y,CC,3,Y,NULL
4397,HMIS,DHIS,PLC COLON CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4398,HMIS,DHIS,PLC DERMATOFIBROSARCOMA,Electronic,District,N,NULL,NULL,NULL,NULL
4399,HMIS,DHIS,PLC ENCEPHALOPATHY,Electronic,District,N,NULL,NULL,NULL,NULL
4400,HMIS,DHIS,PLC FEMALES MORPHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4401,HMIS,DHIS,PLC GASTRICSTOMACH CANCERS,Electronic,District,N,NULL,NULL,NULL,NULL
4402,HMIS,DHIS,PLC HODGIKINS AND NON HODGIKINS LYMPHAS,Electronic,District,N,NULL,NULL,NULL,NULL
4403,HMIS,DHIS,PLC KAPOSI SARCOMA,Electronic,District,N,NULL,NULL,NULL,NULL
4404,HMIS,DHIS,PLC KIDNEY CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4405,HMIS,DHIS,PLC LARYPHARYNGEAL CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4406,HMIS,DHIS,PLC LEUKEMIA,Electronic,District,N,NULL,NULL,NULL,NULL
4407,HMIS,DHIS,PLC LUNGS CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4408,HMIS,DHIS,PLC MALES MORPHINE,Electronic,District,N,NULL,NULL,NULL,NULL
4409,HMIS,DHIS,PLC MARKELS CARCINOMA,Electronic,District,N,NULL,NULL,NULL,NULL
4410,HMIS,DHIS,PLC MAXILLARY CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4411,HMIS,DHIS,PLC MELANOM,Electronic,District,N,NULL,NULL,NULL,NULL
4412,HMIS,DHIS,PLC NASOPHARYNGEAL CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4413,HMIS,DHIS,PLC OESOPHAGUS CANCERS,Electronic,District,N,NULL,NULL,NULL,NULL
4414,HMIS,DHIS,PLC OROPHARYNGEAL CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4415,HMIS,DHIS,PLC OVARY CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4416,HMIS,DHIS,PLC PARAPLEGIA,Electronic,District,N,NULL,NULL,NULL,NULL
4417,HMIS,DHIS,PLC PARTLY DIFFERENTIATED CARCINOMA,Electronic,District,N,NULL,NULL,NULL,NULL
4418,HMIS,DHIS,PLC PENILE CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4419,HMIS,DHIS,PLC PROSTATE CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4420,HMIS,DHIS,PLC RHEUMATOID ARTHRITIS,Electronic,District,N,NULL,NULL,NULL,NULL
4421,HMIS,DHIS,PLC SEQUAMOUS CELL CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4422,HMIS,DHIS,PLC TONQUE CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4423,HMIS,DHIS,PLC TRECHEA CANCER,Electronic,District,N,NULL,NULL,NULL,NULL
4424,HMIS,DHIS,PNEUMONIA ADMISSION,Electronic,District,N,NULL,NULL,NULL,NULL
4425,HMIS,DHIS,PNEUMONIA INPATIENT DEATH,Electronic,District,N,NULL,NULL,NULL,NULL
4426,HMIS,DHIS,PNEUMONIA NEW,Electronic,District,N,NULL,NULL,NULL,NULL
4427,HMIS,DHIS,PNEUMONIA UNDER 5 YEARS ADMISSION,Electronic,District,N,NULL,NULL,NULL,NULL
4428,HMIS,DHIS,PNEUMONIA UNDER 5 YEARS INPATIENT DEATH,Electronic,District,N,NULL,NULL,NULL,NULL
4429,HMIS,DHIS,PNEUMONIA UNDER 5 YEARS NEW,Electronic,District,N,NULL,NULL,NULL,NULL
4430,HMIS,DHIS,POPULATION GENDER AND LOCATION,Electronic,District,Y,DEMO,7,Y,NULL
4431,HMIS,DHIS,POSTNATAL FIRST VISIT WITHIN 2 WEEKS OF DELIVERY,Electronic,District,Y,PMTCT,6,Y,NULL
4432,HMIS,DHIS,POSTNATAL WOMAN RECEIVING VITAMIN A WITHIN 2 WEEKS OF DELIVERY,Electronic,District,Y,PMTCT,6,Y,NULL
4433,HMIS,DHIS,POSTPONED CRYO DONE HIV+,Electronic,District,Y,CC,3,Y,NULL
4434,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM ,Electronic,District,N,NULL,NULL,\,NULL
4435,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  ADMISSIONS,Electronic,District,N,NULL,NULL,NULL,NULL
4436,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,N,NULL,NULL,NULL,NULL
4437,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  DIED H,Electronic,District,N,NULL,NULL,NULL,NULL
4438,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE ADMISSIONS,Electronic,District,N,NULL,NULL,NULL,NULL
4439,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE DEFAULT  LOST TO FOLLOW UP  F,Electronic,District,N,NULL,NULL,NULL,NULL
4440,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE NON RECOVERED  TREATMENT FAILURE ,Electronic,District,N,NULL,NULL,NULL,NULL
4441,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE RECOVERED  TRANSITIONED  E,Electronic,District,N,NULL,NULL,NULL,NULL
4442,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE TOTAL AT START DATE,Electronic,District,N,NULL,NULL,NULL,NULL
4443,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE TOTAL AT THE END OF THE MONTH,Electronic,District,N,NULL,NULL,NULL,NULL
4444,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE TOTAL WHO RECEIVED SUPPLEMENTARY FOOD,Electronic,District,N,NULL,NULL,NULL,NULL
4445,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE TOTAL=E+F+H+I+J,Electronic,District,N,NULL,NULL,NULL,NULL
4446,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  MODERATE TRANSFERRED OUT J,Electronic,District,N,NULL,NULL,NULL,NULL
4447,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  NON RECOVERED  TREATMENT FAILURE  I,Electronic,District,N,NULL,NULL,NULL,NULL
4448,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  RECOVERED  TRANSITIONED  E,Electronic,District,N,NULL,NULL,NULL,NULL
4449,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TOTAL AT THE END OF THE MONTH,Electronic,District,N,NULL,NULL,NULL,NULL
4450,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TOTAL AT THE MONTH,Electronic,District,N,NULL,NULL,NULL,NULL
4451,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TOTAL AT THE START OF THE MONTH,Electronic,District,N,NULL,NULL,NULL,NULL
4452,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TOTAL WHO RECEIVED THERAPEUTIC AND OR SUPPLEMENTARY FOOD,Electronic,District,N,NULL,NULL,NULL,NULL
4453,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TOTAL=E+F+H+I+J,Electronic,District,N,NULL,NULL,NULL,NULL
4454,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM  TRANSFERRED OUT J,Electronic,District,N,NULL,NULL,NULL,NULL
4455,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM MODERATE DIED H,Electronic,District,N,NULL,NULL,NULL,NULL
4456,HMIS,DHIS,PREGNANT LACTATING WOMEN  UP TO 6 MONTHS POST PARTUM MODERATE TOTAL AT THE START OF THE MONTH,Electronic,District,N,NULL,NULL,NULL,NULL
4457,HMIS,DHIS,PT AMPUTATIONS,Electronic,District,N,NULL,NULL,NULL,NULL
4458,HMIS,DHIS,PT ARTHRITIS,Electronic,District,N,NULL,NULL,NULL,NULL
4459,HMIS,DHIS,PT ARTHROGLYPOSIS,Electronic,District,N,NULL,NULL,NULL,NULL
4460,HMIS,DHIS,PT BACK PAIN,Electronic,District,N,NULL,NULL,NULL,NULL
4461,HMIS,DHIS,PT BELLS PALSY,Electronic,District,N,NULL,NULL,NULL,NULL
4462,HMIS,DHIS,PT BENZY GENTA AMOX,Electronic,District,N,NULL,NULL,NULL,NULL
4463,HMIS,DHIS,PT BURNS,Electronic,District,N,NULL,NULL,NULL,NULL
4464,HMIS,DHIS,PT CARDIOVASCULAR ACCIDENT STROKE,Electronic,District,N,NULL,NULL,NULL,NULL
4465,HMIS,DHIS,PT CEREBRAL PALSY,Electronic,District,N,NULL,NULL,NULL,NULL
4466,HMIS,DHIS,PT CONTRIMOXALE,Electronic,District,N,NULL,NULL,NULL,NULL
4467,HMIS,DHIS,PT FRACTURES,Electronic,District,N,NULL,NULL,NULL,NULL
4468,HMIS,DHIS,PT HEAD INJURY,Electronic,District,N,NULL,NULL,NULL,NULL
4469,HMIS,DHIS,PT MASCULAR DYSTROPHY,Electronic,District,N,NULL,NULL,NULL,NULL
4470,HMIS,DHIS,PT MUSCULAR SKELETAL PAIN,Electronic,District,N,NULL,NULL,NULL,NULL
4471,HMIS,DHIS,PT OTHER,Electronic,District,N,NULL,NULL,NULL,NULL
4472,HMIS,DHIS,PT PARAPARESIS,Electronic,District,N,NULL,NULL,NULL,NULL
4473,HMIS,DHIS,PT PARKINSON,Electronic,District,N,NULL,NULL,NULL,NULL
4474,HMIS,DHIS,PT PERIPHERAL NEUROPATHY,Electronic,District,N,NULL,NULL,NULL,NULL
4475,HMIS,DHIS,PT PNEUMONIA OTHER,Electronic,District,N,NULL,NULL,NULL,NULL
4476,HMIS,DHIS,PT SEVERE PNEUMONIA BENZYL AMOXICILLIN,Electronic,District,N,NULL,NULL,NULL,NULL
4477,HMIS,DHIS,PT SEVERE PNEUMONIA OTHER,Electronic,District,N,NULL,NULL,NULL,NULL
4478,HMIS,DHIS,PT SOFT TISSUE INJURIES,Electronic,District,N,NULL,NULL,NULL,NULL
4479,HMIS,DHIS,PT SPINAL BUFIDA,Electronic,District,N,NULL,NULL,NULL,NULL
4480,HMIS,DHIS,PT SPINAL CORD LESSIONS,Electronic,District,N,NULL,NULL,NULL,NULL
4481,HMIS,DHIS,PT TALIPES,Electronic,District,N,NULL,NULL,NULL,NULL
4482,HMIS,DHIS,PT TB SPINE,Electronic,District,N,NULL,NULL,NULL,NULL
4483,HMIS,DHIS,PT VERY SEVERE PNEUMONIA CHHLORAMPHENICOL,Electronic,District,N,NULL,NULL,NULL,NULL
4484,HMIS,DHIS,PT VERY SEVERE PNEUMONIA OTHER,Electronic,District,N,NULL,NULL,NULL,NULL
4485,HMIS,DHIS,RABIES ADMISSION,Electronic,District,N,NULL,NULL,NULL,NULL
4486,HMIS,DHIS,RABIES INPATIENT DEATH,Electronic,District,N,NULL,NULL,NULL,NULL
4487,HMIS,DHIS,RADIOGRAPHY TECHN IN POST,Electronic,District,N,NULL,NULL,NULL,NULL
4488,HMIS,DHIS,RADIOLOGISTS IN POSTS,Electronic,District,N,NULL,NULL,NULL,NULL
4489,HMIS,DHIS,REGISTERED NURSES IN POST,Electronic,District,N,NULL,NULL,NULL,NULL
4490,HMIS,DHIS,RUTF ADMISSIONS,Electronic,District,Y,NUTRITION,13,Y,NULL
4491,HMIS,DHIS,RUTF DELIVERIES RECEIVED IN THE MONTH,Electronic,District,Y,NUTRITION,13,Y,NULL
4492,HMIS,DHIS,RUTF PACKAGING AND UNIT,Electronic,District,Y,NUTRITION,13,Y,NULL
4493,HMIS,DHIS,RUTF QUANTITY DISTRIBUTED TO BENEFICIARIES,Electronic,District,Y,NUTRITION,13,Y,NULL
4494,HMIS,DHIS,RUTF QUANTITY LOST,Electronic,District,Y,NUTRITION,13,Y,NULL
4495,HMIS,DHIS,RUTF QUANTITY USED FOR COOKING DEMONSTRATION,Electronic,District,Y,NUTRITION,13,Y,NULL
4496,HMIS,DHIS,RUTF REQUEST FOR THE FOLLOWING MONTH,Electronic,District,Y,NUTRITION,13,Y,NULL
4497,HMIS,DHIS,RUTF STOCK ON FIRST DAY OF THE MONTH,Electronic,District,Y,NUTRITION,13,Y,NULL
4498,HMIS,DHIS,RUTF STOCK ON LAST DAY OF THE MONTH,Electronic,District,Y,NUTRITION,13,Y,NULL
4499,HMIS,DHIS,SC AMOUNT OF FUNDS RECEIVED FOR DEWORMING,Electronic,District,Y,NUTRITION,9,Y,NULL
