Table,Element
DHIS,EPI AGE OVER1 ROTA2 STATIC
DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN O REACH
DHIS,EPI AGE UNDER 1 FULLY IMMUNIZED CHILDREN STATIC
DHIS,EPI AGE UNDER 1 MEASLES O REACH
DHIS,EPI AGE UNDER 1 MEASLES STATIC
DHIS,EPI AGE UNDER 1 MONTHLY TARGET BCG OPV
DHIS,EPI AGE UNDER 1 MONTHLY TARGET DPT HEPB HIB1 DPT HEPB HIB2 DPT HEPB HIB3
DHIS,EPI AGE UNDER 1 MONTHLY TARGET FULLY IMMUNIZED CHILDREN
DHIS,EPI AGE UNDER 1 MONTHLY TARGET MEASLES
DHIS,EPI AGE UNDER 1 MONTHLY TARGET OPV1 OPV2 OPV3
DHIS,EPI AGE UNDER 1 MONTHLY TARGET PCV1 PCV2 PCV3
DHIS,EPI AGE UNDER 1 MONTHLY TARGET PROTECTION AT BIRTH
DHIS,EPI AGE UNDER 1 MONTHLY TARGET ROTA
DHIS,EPI AGE UNDER 1 PCV1 O REACH
DHIS,EPI AGE UNDER 1 PCV1 STATIC
DHIS,EPI AGE UNDER 1 PCV2 O REACH
DHIS,EPI AGE UNDER 1 PCV2 STATIC
DHIS,EPI AGE UNDER 1 PCV3 O REACH
DHIS,EPI AGE UNDER 1 PCV3 STATIC
DHIS,EPI AGE UNDER 1 PROTECTION AT BIRTH STATIC
DHIS,EPI AGE UNDER1 PROTECTION AT BIRTH O REACH
DHIS,EPI AGE UNDER1 ROTA1 O REACH
DHIS,EPI AGE UNDER1 ROTA1 STATIC
DHIS,EPI AGE UNDER1 ROTA2 O REACH
DHIS,EPI AGE UNDER1 ROTA2 STATIC
DHIS,EPI BCG CASES
DHIS,EPI BCG DOSES DISCARDED  B  OUTREACH
DHIS,EPI BCG DOSES DISCARDED  B  STATIC
DHIS,EPI BCG DOSES USED  A  OUTREACH
DHIS,EPI BCG DOSES USED  A  STATIC
DHIS,EPI BCG O REACH AGE OVER 1
DHIS,EPI BCG O REACH AGE UNDER 1
DHIS,EPI BCG STATIC AGE OVER 1
DHIS,EPI BCG STATIC AGE UNDER 1
DHIS,"EPI CANCELED IMMUNIZATION SESSIONS  OUTREACH "
DHIS,"EPI CANCELED IMMUNIZATION SESSIONS  STATIC "
DHIS,EPI DPT HEPB HIB CASES
DHIS,EPI DPT HEPB HIB DOSES DISCARDED  B  OUTREACH
DHIS,EPI DPT HEPB HIB DOSES DISCARDED  B  STATIC
DHIS,EPI DPT HEPB HIB DOSES USED  A  OUTREACH
DHIS,EPI DPT HEPB HIB DOSES USED  A  STATIC
DHIS,EPI DPT HEPB HIB1 O REACH AGE OVER 1
DHIS,EPI DPT HEPB HIB1 O REACH AGE UNDER 1
DHIS,EPI DPT HEPB HIB1 STATIC AGE OVER 1
DHIS,EPI DPT HEPB HIB1 STATIC AGE UNDER 1
DHIS,EPI DPT HEPB HIB2 O REACH AGE OVER 1
DHIS,EPI DPT HEPB HIB2 O REACH AGE UNDER 1
DHIS,EPI DPT HEPB HIB2 STATIC AGE OVER 1
DHIS,EPI DPT HEPB HIB2 STATIC AGE UNDER 1
DHIS,EPI DPT HEPB HIB3 O REACH AGE OVER 1
DHIS,EPI DPT HEPB HIB3 O REACH AGE UNDER 1
DHIS,EPI DPT HEPB HIB3 STATIC AGE OVER 1
DHIS,EPI DPT HEPB HIB3 STATIC AGE UNDER 1
DHIS,EPI MEASLES CASES
DHIS,EPI MEASLES DOSES DISCARDED  B  OUTREACH
DHIS,EPI MEASLES DOSES DISCARDED  B  STATIC
DHIS,EPI MEASLES DOSES USED  A  OUTREACH
DHIS,EPI MEASLES DOSES USED  A  STATIC
DHIS,EPI NEONATAL TETANUS  NNT  NUMBER OF CASES
DHIS,EPI NEONATAL TETANUS  NNT  NUMBER OF CASES INVESTIGATED
DHIS,EPI OPV 0 O REACH AGE OVER 1
DHIS,EPI OPV 0 O REACH AGE UNDER 1
DHIS,EPI OPV 0 STATIC AGE OVER 1
DHIS,EPI OPV 0 STATIC AGE UNDER 1
DHIS,EPI OPV CASES
DHIS,EPI OPV DOSES DISCARDED  B  OUTREACH
DHIS,EPI OPV DOSES DISCARDED  B  STATIC
DHIS,EPI OPV DOSES USED  A  OUTREACH
DHIS,EPI OPV DOSES USED  A  STATIC
DHIS,EPI OPV1 O REACH AGE OVER 1
DHIS,EPI OPV1 O REACH AGE UNDER 1
DHIS,EPI OPV1 STATIC AGE OVER 1
DHIS,EPI OPV1 STATIC AGE UNDER 1
DHIS,EPI OPV2 O REACH AGE OVER 1
DHIS,EPI OPV2 O REACH AGE UNDER 1
DHIS,EPI OPV2 STATIC AGE OVER 1
DHIS,EPI OPV2 STATIC AGE UNDER 1
DHIS,EPI OPV3 O REACH AGE OVER 1
DHIS,EPI OPV3 O REACH AGE UNDER 1
DHIS,EPI OPV3 STATIC AGE OVER 1
DHIS,EPI OPV3 STATIC AGE UNDER 1
DHIS,EPI PCV CASES
DHIS,EPI PCV DOSES DISCARDED  B  OUTREACH
DHIS,EPI PCV DOSES DISCARDED  B  STATIC
DHIS,EPI PCV DOSES USED  A  OUTREACH
DHIS,EPI PCV DOSES USED  A  STATIC
DHIS,"EPI PLANNED IMMUNIZATION SESSIONS  OUTREACH "
DHIS,"EPI PLANNED IMMUNIZATION SESSIONS  STATIC "
DHIS,EPI POSTNATAL MOTHERS MONTHLY TARGET OUTREACH
DHIS,EPI POSTNATAL MOTHERS MONTHLY TARGET STATIC
DHIS,EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED OUTREACH
DHIS,EPI POSTNATAL MOTHERS NUMBER SUPPLEMENTED STATIC
DHIS,EPI REASONS FOR CANCELLATION
DHIS,EPI ROTA
DHIS,EPI SUSPECTED MEASLES CASES NUMBER OF CASES
DHIS,EPI SUSPECTED MEASLES NUMBER OF CASES INVESTIGATED
DHIS,EPI SUSPECTED MEASLES NUMBER OF DEATHS DUE TO MEASLES
DHIS,EPI TT CASES
DHIS,EPI TT DOSES DISCARDED  B  OUTREACH
DHIS,EPI TT DOSES DISCARDED  B  STATIC
DHIS,EPI TT DOSES USED  A  OUTREACH
DHIS,EPI TT DOSES USED  A  STATIC
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT1
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT2+
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT3
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT4
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA MONTHLY TARGET TT5
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT1
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT2+
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT3
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT4
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA O REACH TT5
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT1
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT2+
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT3
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT4
DHIS,EPI TT FOR NON PREGNANT WOMEN OF CBA STATIC TT5
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT1
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT2+
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT3
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT4
DHIS,EPI TT FOR PREGNANT WOMEN MONTHLY TARGET TT5
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT1
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT2
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT2+
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT3
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT4
DHIS,EPI TT FOR PREGNANT WOMEN O REACH TT5
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT1
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT2
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT2+
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT3
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT4
DHIS,EPI TT FOR PREGNANT WOMEN STATIC TT5
DHIS,EPILEPSY ADMISSION
DHIS,EPILEPSY INPATIENT DEATH
DHIS,EPILEPSY NEW
DHIS,ES BENIGN OESOPHAGEAL STRICTURE
DHIS,ES BRONCHOSCOPY
DHIS,ES CANCER NEW
DHIS,ES CANDIDA
DHIS,ES COLONOSCOPY
DHIS,ES DUDDENITIS
DHIS,ES GASTRIC TUMOUR
DHIS,ES GASTRITIS
DHIS,ES HIATUS HERNIA
DHIS,ES INDUCED SPUTUM
DHIS,ES LARYNGOSCOPY
DHIS,ES NUM OF PATIENTS SEEN IN SPEACILIST CLINIC
DHIS,ES NUMBER OF OPD ATTENDANCE
DHIS,ES OTHER GASTROSCOPY PROCEDURES
DHIS,ES PATIENTS SEEN WITH 4 WKS OF APPOINTMT
DHIS,ES PYLORIC STENOSIS
DHIS,ES REFLUX OESOPHAGITIS
DHIS,ES SPIROMETERY
DHIS,ES STOMACH HEAMORRAGE
DHIS,ES TOTAL PATIENTS SEEN IN ENDOSCOPY
DHIS,ES ULCERS NEW
DHIS,ES VARICES
DHIS,ETAT AC AIR WAY BREATHING
DHIS,ETAT AC COMA
DHIS,ETAT AC CONVULSIONS
DHIS,ETAT AC DIARRHOEA
DHIS,ETAT AC MALARIA
DHIS,ETAT AC MALNUTRITION
DHIS,ETAT AC MENINGITIS
DHIS,ETAT AC NEONATAL
DHIS,ETAT AC OTHERS
DHIS,ETAT AC PNEUMONIA
DHIS,ETAT AC SEVERE DEHYDRATION
DHIS,ETAT AC SHOCK
DHIS,ETAT CD DIARRHOEA
DHIS,ETAT CD MALARIA
DHIS,ETAT CD MALNUTRITION
DHIS,ETAT CD MENINGITIS
DHIS,ETAT CD NEONATAL SEPSIS
DHIS,ETAT CD OTHERS
DHIS,ETAT CD PNEUMONIA
DHIS,EXPECTED DELIVERIES
DHIS,EXPECTED EOC CASES
DHIS,EXPECTED PREGNANT WOMEN
DHIS,EY ABSCESS
DHIS,EY CASES SCREENED
DHIS,EY CATARACT
DHIS,EY CATARACT SURGERY
DHIS,EY CONDITIONS BY GENDER OTHER
DHIS,EY CONJUNCTIVITUS
DHIS,EY CORNEAL PERFORATION
DHIS,EY CORNEAL REPAIR
DHIS,EY CORNEAL ULCER
DHIS,EY CORTICAL BLINDENESS
DHIS,EY CYSTIC GROWTH
DHIS,EY DEMOLD CYST
DHIS,EY DISCARGING SINUS
DHIS,EY ECCE + IOL
DHIS,EY ECCE SURGERY
DHIS,EY ENUCL EVISCERS
DHIS,EY EXCISED TUMOURS
DHIS,EY GLAUCOMA
DHIS,EY HAEMORRAGE
DHIS,EY HEODEOLUM
DHIS,EY HYPHAEMA
DHIS,EY NUM OF OPD CASES SCREENED
DHIS,EY NUM OF PATIENTS DISCHARGED
DHIS,EY NUM OF SURGICAL CONDITIONS
DHIS,EY NUMBER OF ADMISSIONS
DHIS,EY NUMBER OF ADMISSIONS AGE
DHIS,EY NUMBER OF OPD CASES SCREENED AGE
DHIS,EY NUMBER OF PATIENTS DISCHARGED AGE
DHIS,EY NUMBER OF SURGICAL CONDITIONS AGE
DHIS,EY NUMBER OF SURGICAL CONDITIONS GENDER
DHIS,EY OPTIC ATROPHY
DHIS,EY ORBITAL CELLULITIS
DHIS,EY OTHER
DHIS,EY OTHER AGE
DHIS,EY PANOPTHMITIS
DHIS,EY PHACO SURGERY
DHIS,EY PROTRUSION OF THE EYE GLOBE
DHIS,EY PULURAT
DHIS,EY RETINO BLASTOMA
DHIS,EY STI
DHIS,EY STROMA FB
DHIS,EY TOTAL NUM OF CASE TREATED
DHIS,EY TOTAL NUMBER OF CASE TREATED AGE
DHIS,EY TRACHOMA
DHIS,EY TUMOUR
DHIS,F 100 DELIVERIES RECEIVED IN THE MONTH
DHIS,F 100 PACKAGING AND UNIT
DHIS,F 100 QUANTITY DISTRIBUTED TO BENEFICIARIES
DHIS,F 100 QUANTITY LOST
DHIS,F 100 QUANTITY USED FOR COOKING DEMONSTRATION
DHIS,F 100 REQUEST FOR THE FOLLOWING MONTH
DHIS,F 100 STOCK ON THE FIRST DAY OF THE MONTH
DHIS,F 100 STOCK ON THE LAST DAY OF THE MONTH
DHIS,F 75 DELIVERIES RECEIVED IN THE MONTH
DHIS,F 75 PACKAGING AND UNIT
DHIS,F 75 QUANTITY DISTRIBUTED TO BENEFICIARIES
DHIS,F 75 QUANTITY LOST
DHIS,F 75 QUANTITY USED FOR COOKING DEMONSTRATION
DHIS,F 75 REQUEST FOR THE FOLLOWING MONTH
DHIS,F 75 STOCK ON THE FIRST DAY OF THE MONTH
DHIS,F 75 STOCK ON THE LAST DAY OF THE MONTH
DHIS,FAMILY PLANNING # OF COMMUNITY MEETINGS COMMEMORATION DAYS
DHIS,FAMILY PLANNING # OF FILM SHOWS
DHIS,FAMILY PLANNING # OF INTERACTIVE DRAMA SESSIONS
DHIS,FAMILY PLANNING # OF ROAD SHOWS
DHIS,FAMILY PLANNING DISTRICT HOSPITAL
DHIS,FAMILY PLANNING FLIPCHART
DHIS,FAMILY PLANNING HEALTH CENTRE
DHIS,FAMILY PLANNING HEALTH POST
DHIS,FAMILY PLANNING LEAFLETS
DHIS,FAMILY PLANNING NONE
DHIS,FAMILY PLANNING OTHER
DHIS,FAMILY PLANNING POSTERS
DHIS,FAMILY PLANNING RURAL COMM HOSP
DHIS,FAMILY PLANNING TOTAL PROVIDED IN THIS QUARTER
DHIS,FAMILY PLANNING TOTAL# PROVIDED IN THIS QUARTER
DHIS,FAMILY PLANNING TV DVDS
DHIS,FIN BUDGET DURING THE MONTH
DHIS,FIN CUMULATIVE  YEAR TO DATE   DRUG EXPENDITURE
DHIS,FIN CUMULATIVE  YEAR TO DATE  ORT ADMINISTRATION
DHIS,FIN CUMULATIVE  YEAR TO DATE  ORT EXPENDITURE
DHIS,FIN DRUGS BUDGET
DHIS,FIN DRUGS EXPENDITURE
DHIS,"FIN INCOME  LOCALLY GENERATED "
DHIS,FIN INCOME GENERATION BUDGET
DHIS,FIN ORT BUDGET DURING THE MONTH
DHIS,FIN ORT EXPENDITURE ADMINISTRATION
DHIS,FIN ORT EXPENDITURE ALL PROGRAM
DHIS,FIN SALARIES BUDGET
DHIS,FIN TOTAL ANNUAL BUDGET
DHIS,FIN TOTAL FUNDING RECEIVED
DHIS,FIN TOTAL ORT EXPENDITURE
DHIS,FM NUM OF ALL VEHICLES FUNCTIONIN DURING THE MONTH
DHIS,FM NUM OF AMBULANCES FUNCTIONING DURING THE MONTH
DHIS,FM TOT FUEL CONSUMPTION FOR ALL AMBULANCES DURING THE MONTH
DHIS,FM TOT FUEL CONSUMPTION FOR ALL VEHICLES DURING THE MONTH
DHIS,FM TOTAL ESTIMATED COST OF VEHICLE REPAIRS INCURRED
DHIS,FM TOTAL NUMBER OF ALL VEHICLES
DHIS,FM TOTAL NUMBER OF AMBULANCES
DHIS,FP +9 CEASARIAN SECTION
DHIS,FP +9 MALE CONDOM
DHIS,FP 0 CEASARIAN SECTION
DHIS,FP 0 COMBINED ORAL
DHIS,FP 0 COMBINED PROJESTRIN ONLY
DHIS,FP 0 EMERGENCY CONTRACEPTIVES
DHIS,FP 0 FEMALE CONDOM
DHIS,FP 0 FEMALE CONDOM BACK UP
DHIS,FP 0 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 0 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 0 IMPLANTS  JADELLE  INSERTION
DHIS,FP 0 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 0 INJECTABLE DEPOPROVERA
DHIS,FP 0 INTERVAL
DHIS,FP 0 IUCD
DHIS,FP 0 JADELLE NORPLAT
DHIS,FP 0 LAM
DHIS,FP 0 MALE CONDOM
DHIS,FP 0 MALE CONDOM BACK UP
DHIS,FP 0 NATURAL METHODS
DHIS,FP 0 POST PARTUM
DHIS,FP 0 PROGESTRIN ONLY
DHIS,FP 0 TUBAL LIGATION
DHIS,FP 0 VASECTOMY
DHIS,FP 1 CEASARIAN SECTION
DHIS,FP 1 COMBINED ORAL
DHIS,FP 1 EMERGENCY CONTRACEPTIVES
DHIS,FP 1 FEMALE CONDOM
DHIS,FP 1 FEMALE CONDOM BACK UP
DHIS,FP 1 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 1 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 1 IMPLANTS  JADELLE  INSERTION
DHIS,FP 1 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 1 INJECTABLE DEPOPROVERA
DHIS,FP 1 INTERVAL
DHIS,FP 1 IUCD
DHIS,FP 1 JADELLE NORPLAT
DHIS,FP 1 LAM
DHIS,FP 1 MALE CONDOM
DHIS,FP 1 MALE CONDOM BACK UP
DHIS,FP 1 NATURAL METHODS
DHIS,FP 1 POST PARTUM
DHIS,FP 1 PROGESTRIN ONLY
DHIS,FP 1 TUBAL LIGATION
DHIS,FP 1 VASECTOMY
DHIS,FP 2 CEASARIAN SECTION
DHIS,FP 2 COMBINED ORAL
DHIS,FP 2 EMERGENCY CONTRACEPTIVES
DHIS,FP 2 FEMALE CONDOM
DHIS,FP 2 FEMALE CONDOM BACK UP
DHIS,FP 2 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 2 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 2 IMPLANTS  JADELLE  INSERTION
DHIS,FP 2 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 2 INJECTABLE DEPOPROVERA
DHIS,FP 2 INTERVAL
DHIS,FP 2 IUCD
DHIS,FP 2 JADELLE NORPLAT
DHIS,FP 2 LAM
DHIS,FP 2 MALE CONDOM
DHIS,FP 2 MALE CONDOM BACK UP
DHIS,FP 2 NATURAL METHODS
DHIS,FP 2 POST PARTUM
DHIS,FP 2 PROGESTRIN ONLY
DHIS,FP 2 TUBAL LIGATION
DHIS,FP 2 VASECTOMY
DHIS,FP 20 24 CEASARIAN SECTION
DHIS,FP 20 24 COMBINED ORAL
DHIS,FP 20 24 EMERGENCY CONTRACEPTIVES
DHIS,FP 20 24 FEMALE CONDOM
DHIS,FP 20 24 FEMALE CONDOM BACKUP
DHIS,FP 20 24 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 20 24 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 20 24 IMPLANTS  JADELLE  INSERTION
DHIS,FP 20 24 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 20 24 INJECTABLE DEPOPROVERA
DHIS,FP 20 24 INTERVAL
DHIS,FP 20 24 IUCD INSERTION
DHIS,FP 20 24 IUCD REMOVAL
DHIS,FP 20 24 JADELLE INSERTION
DHIS,FP 20 24 JADELLE REMOVAL
DHIS,FP 20 24 LAM
DHIS,FP 20 24 MALE CONDOM
DHIS,FP 20 24 MALE CONDOM BACK UP
DHIS,FP 20 24 NATURAL METHODS
DHIS,FP 20 24 POST PARTUM
DHIS,FP 20 24 PROGESTRIN ONLY
DHIS,FP 20 24 TUBAL LIGATION
DHIS,FP 20 24 VASECTOMY
DHIS,FP 25 29 CEASARIAN SECTION
DHIS,FP 25 29 COMBINED ORAL
DHIS,FP 25 29 EMERGENCY CONTRACEPTIVES
DHIS,FP 25 29 FEMALE CONDOM
DHIS,FP 25 29 FEMALE CONDOM BACKUP
DHIS,FP 25 29 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 25 29 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 25 29 IMPLANTS  JADELLE  INSERTION
DHIS,FP 25 29 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 25 29 INJECTABLE DEPOPROVERA
DHIS,FP 25 29 INTERVAL
DHIS,FP 25 29 IUCD INSERTION
DHIS,FP 25 29 IUCD REMOVAL
DHIS,FP 25 29 JADELLE INSERTION
DHIS,FP 25 29 JADELLE REMOVALS
DHIS,FP 25 29 LAM
DHIS,FP 25 29 MALE CONDOM
DHIS,FP 25 29 MALE CONDOM BACK UP
DHIS,FP 25 29 NATURAL METHODS
DHIS,FP 25 29 POST PARTUM
DHIS,FP 25 29 PROGESTRIN ONLY
DHIS,FP 25 29 TUBAL LIGATION
DHIS,FP 25 29 VASECTOMY
DHIS,FP 3 CEASARIAN SECTION
DHIS,FP 3 COMBINED ORAL
DHIS,FP 3 EMERGENCY CONTRACEPTIVES
DHIS,FP 3 FEMALE CONDOM
DHIS,FP 3 FEMALE CONDOM BACK UP
DHIS,FP 3 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 3 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 3 IMPLANTS  JADELLE  INSERTION
DHIS,FP 3 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 3 INJECTABLE DEPOPROVERA
DHIS,FP 3 INTERVAL
DHIS,FP 3 IUCD
DHIS,FP 3 JADELLE NORPLAT
DHIS,FP 3 LAM
DHIS,FP 3 MALE CONDOM
DHIS,FP 3 MALE CONDOM BACK UP
DHIS,FP 3 NATURAL METHODS
DHIS,FP 3 POST PARTUM
DHIS,FP 3 PROGESTRIN ONLY
DHIS,FP 3 TUBAL LIGATION
DHIS,FP 3 VASECTOMY
DHIS,FP 30 34 CEASARIAN SECTION
DHIS,FP 30 34 COMBINED ORAL
DHIS,FP 30 34 EMERGENCY CONTRACEPTIVES
DHIS,FP 30 34 FEMALE CONDOM
DHIS,FP 30 34 FEMALE CONDOM BACKUP
DHIS,FP 30 34 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 30 34 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 30 34 IMPLANTS  JADELLE  INSERTION
DHIS,FP 30 34 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 30 34 INJECTABLE DEPOPROVERA
DHIS,FP 30 34 INTERVAL
DHIS,FP 30 34 IUCD INSERTION
DHIS,FP 30 34 IUCD REMOVAL
DHIS,FP 30 34 JADELLE INSERTION
DHIS,FP 30 34 JADELLE REMOVALS
DHIS,FP 30 34 LAM
DHIS,FP 30 34 MALE CONDOM
DHIS,FP 30 34 MALE CONDOM BACK UP
DHIS,FP 30 34 NATURAL METHODS
DHIS,FP 30 34 POST PARTUM
DHIS,FP 30 34 PROGESTRIN ONLY
DHIS,FP 30 34 TUBAL LIGATION
DHIS,FP 30 34 VASECTOMY
DHIS,FP 35 39 CEASARIAN SECTION
DHIS,FP 35 39 COMBINED ORAL
DHIS,FP 35 39 EMERGENCY CONTRACEPTIVES
DHIS,FP 35 39 FEMALE CONDOM
DHIS,FP 35 39 FEMALE CONDOM BACKUP
DHIS,FP 35 39 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 35 39 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 35 39 IMPLANTS  JADELLE  INSERTION
DHIS,FP 35 39 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 35 39 INJECTABLE DEPOPROVERA
DHIS,FP 35 39 INTERVAL
DHIS,FP 35 39 IUCD INSERTION
DHIS,FP 35 39 IUCD REMOVAL
DHIS,FP 35 39 JADELLE INSERTION
DHIS,FP 35 39 JADELLE REMOVALS
DHIS,FP 35 39 LAM
DHIS,FP 35 39 MALE CONDOM
DHIS,FP 35 39 MALE CONDOM BACK UP
DHIS,FP 35 39 NATURAL METHODS
DHIS,FP 35 39 POST PARTUM
DHIS,FP 35 39 PROGESTRIN ONLY
DHIS,FP 35 39 TUBAL LIGATION
DHIS,FP 35 39 VASECTOMY
DHIS,FP 4 CEASARIAN SECTION
DHIS,FP 4 COMBINED ORAL
DHIS,FP 4 EMERGENCY CONTRACEPTIVES
DHIS,FP 4 FEMALE CONDOM
DHIS,FP 4 FEMALE CONDOM BACK UP
DHIS,FP 4 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 4 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 4 IMPLANTS  JADELLE  INSERTION
DHIS,FP 4 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 4 INJECTABLE DEPOPROVERA
DHIS,FP 4 INTERVAL
DHIS,FP 4 IUCD
DHIS,FP 4 JADELLE NORPLAT
DHIS,FP 4 LAM
DHIS,FP 4 MALE CONDOM
DHIS,FP 4 MALE CONDOM BACK UP
DHIS,FP 4 NATURAL METHODS
DHIS,FP 4 POST PARTUM
DHIS,FP 4 PROGESTRIN ONLY
DHIS,FP 4 TUBAL LIGATION
DHIS,FP 4 VASECTOMY
DHIS,FP 40 44 CEASARIAN SECTION
DHIS,FP 40 44 COMBINED ORAL
DHIS,FP 40 44 EMERGENCY CONTRACEPTIVES
DHIS,FP 40 44 FEMALE CONDOM
DHIS,FP 40 44 FEMALE CONDOM BACKUP
DHIS,FP 40 44 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 40 44 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 40 44 IMPLANTS  JADELLE  INSERTION
DHIS,FP 40 44 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 40 44 INJECTABLE DEPOPROVERA
DHIS,FP 40 44 INTERVAL
DHIS,FP 40 44 IUCD INSERTION
DHIS,FP 40 44 IUCD REMOVAL
DHIS,FP 40 44 JADELLE INSERTION
DHIS,FP 40 44 JADELLE REMOVALS
DHIS,FP 40 44 LAM
DHIS,FP 40 44 MALE CONDOM
DHIS,FP 40 44 MALE CONDOM BACK UP
DHIS,FP 40 44 NATURAL METHODS
DHIS,FP 40 44 POST PARTUM
DHIS,FP 40 44 PROGESTRIN ONLY
DHIS,FP 40 44 TUBAL LIGATION
DHIS,FP 40 44 VASECTOMY
DHIS,FP 45 48 CEASARIAN SECTION
DHIS,FP 45 48 COMBINED ORAL
DHIS,FP 45 48 EMERGENCY CONTRACEPTIVES
DHIS,FP 45 48 FEMALE CONDOM
DHIS,FP 45 48 FEMALE CONDOM BACKUP
DHIS,FP 45 48 IMPLANTS  IMPLANON  INSERTION
DHIS,FP 45 48 IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 45 48 IMPLANTS  JADELLE  INSERTION
DHIS,FP 45 48 IMPLANTS  JADELLE  REMOVAL
DHIS,FP 45 48 IMPLANTS  JADELLE NORPLANT  INSERTION
DHIS,FP 45 48 IMPLANTS  JADELLE NORPLANT  REMOVAL
DHIS,FP 45 48 INJECTABLE DEPOPROVERA
DHIS,FP 45 48 INTERVAL
DHIS,FP 45 48 IUCD INSERTION
DHIS,FP 45 48 IUCD REMOVAL
DHIS,FP 45 48 LAM
DHIS,FP 45 48 MALE CONDOM
DHIS,FP 45 48 MALE CONDOM BACK UP
DHIS,FP 45 48 NATURAL METHODS
DHIS,FP 45 48 POST PARTUM
DHIS,FP 45 48 PROGESTRIN ONLY
DHIS,FP 45 48 TUBAL LIGATION
DHIS,FP 45 48 VASECTOMY
DHIS,FP 49  +  IMPLANTS  IMPLANON  INSERTION
DHIS,FP 49  +  IMPLANTS  IMPLANON  REMOVAL
DHIS,FP 49  +  IMPLANTS  JADELLE  INSERTION
DHIS,FP 49  +  IMPLANTS  JADELLE  REMOVAL
