Period,Region Name,District Name,Working Station,HRH Cadre,Position Title,Salary Grade,Establishment,Filled Positions,Variance
MoH - 2015,Central East Region,Salima District,Salima District Hospital,Administration,Cook,Q,6,3,3
MoH - 2015,Central East Region,Salima District,Makioni Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Makioni Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Central East Region,Salima District,Maganga Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Maganga Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central East Region,Salima District,Mchoka Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Mchoka Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Lilongwe District,Kamuzu Central Hospital,Allied Health Professionals,Medical Assistant,HL,7,2,5
MoH - 2015,Central West Region,Lilongwe District,Headquarters,Allied Health Professionals,Principal Reproductive Health Officer,HG,3,1,2
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Professionals,Senior Clinical Technician,HJ,1,0,1
MoH - 2015,Central West Region,Dedza District,Mtakataka Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central West Region,Dedza District,Mtakataka Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central West Region,Dedza District,Golomoti Rural Health Centre,Administration,Motor Vehicle Driver,N,1,0,1
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Head Laundry Attendant,O,6,0,6
MoH - 2015,Central West Region,Dedza District,Golomoti Rural Health Centre,Administration,Ground Labourer,R,4,0,4
MoH - 2015,Central East Region,Salima District,Khombedza Rural Health Centre,Administration,Motor Vehicle Driver,N,1,3,-2
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Senior Head Laundry Attendant,N,2,0,2
MoH - 2015,Central East Region,Salima District,Khombedza Rural Health Centre,Administration,Ground Labourer,R,4,3,1
MoH - 2015,Central East Region,Salima District,Chinguluwe Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Chinguluwe Rural Health Centre,Administration,Ground Labourer,R,4,8,-4
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Allied Health Professionals,Clinical Technician,HK,2,2,0
MoH - 2015,Central East Region,Salima District,Lifuwu Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Head Cook,P,1,0,1
MoH - 2015,Central East Region,Salima District,Lifuwu Rural Health Centre,Administration,Ground Labourer,R,4,5,-1
MoH - 2015,Central East Region,Salima District,Chipoka Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Chipoka Rural Health Centre,Administration,Ground Labourer,R,4,4,0
MoH - 2015,Central East Region,Salima District,Chagunda Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Central East Region,Salima District,Chagunda Rural Health Centre,Administration,Ground Labourer,R,4,6,-2
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Attendants,Hospital Attendant,HP,81,0,81
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Bricklayer,M,2,0,2
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Attendants,Kitchen Attendant,P,6,0,6
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Nursing Services,Chief Nursing Officer,HF,1,1,0
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Carpenter/Joiner,M,1,1,0
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Messenger,P,2,0,2
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Security Guard,P,12,0,12
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Cook,Q,6,0,6
MoH - 2015,Northern Region,Rumphi District,Rumphi District Hospital,Administration,Ground Labourer,R,12,0,12
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Painter,M,2,0,2
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Plumber,M,2,1,1
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Tailor,M,1,1,0
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Electrician,M,1,1,0
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Motor Vehicle Driver,N,7,7,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Nursing Services,Principal Nursing Officer,HG,2,0,2
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Ground Labourer,R,12,10,2
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Cook,Q,6,5,1
MoH - 2015,Northern Region,Karonga District,Karonga District Hospital,Administration,Head Cook,P,1,0,1
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Administration,Security Guard,P,3,6,-3
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Nursing Services,Nursing Officer,HI,3,5,-2
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Nursing Services,Nurse Technician,HK,14,15,-1
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Attendants,Hospital Attendant,HP,3,5,-2
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Nursing Services,Senior Nurse Technician,HJ,10,5,5
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Nursing Services,Home Craft Worker,M,3,3,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,2,-1
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,2,-1
MoH - 2015,Central East Region,Kasungu District,Mkhota Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Nursing Services,Nurse Auxiliary,HM,11,0,11
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Nursing Services,Nurse Technician,HK,14,16,-2
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,2,-1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,0,1
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Nursing Services,Senior Home Craft Worker,L,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Administration,Senior Ward Clerk,L,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Nursing Services,Home Craft Worker,M,3,1,2
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Pharmacy,Pharmacy Attendant,O,1,0,1
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Attendants,Senior Head Hospital Attendant,HN,18,18,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Administration,Motor Vehicle Driver,N,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,2,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,1,0
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Attendants,Hospital Attendant,HP,3,4,-1
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Administration,Security Guard,P,3,4,-1
MoH - 2015,Northern Region,Rumphi District,Bolero Rural Health Centre,Administration,Ground Labourer,R,4,6,-2
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Nursing Services,Senior Home Craft Assistant,L,1,0,1
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Allied Health Professionals,Senior Clinical Officer,HH,1,1,0
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,1,0
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Attendants,Head Hospital Attendant,HO,36,99,-63
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Planning & Policy Development,Statistical Clerk,M,1,0,1
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,2,0
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Administration,Senior Ward Clerk,L,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Attendants,Head Hospital Attendant,HO,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Nursing Services,Nurse Technician,HK,14,1,13
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Nursing Services,Senior Nurse Technician,HJ,2,0,2
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Attendants,Senior Head Hospital Attendant,HN,2,0,2
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Technical Services,Laboratory Assistant,HL,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Attendants,Hospital Attendant,HP,3,1,2
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Attendants,Hospital Attendant,HP,54,55,-1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Administration,Security Guard,P,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Professionals,Senior Clinical Technician,HJ,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Allied Health Professionals,Medical Assistant,HL,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Pharmacy,Pharmacy Technician,HK,1,0,1
MoH - 2015,Central East Region,Kasungu District,Mtunthama Rural Health Centre,Pharmacy,Pharmacy Assistant,HM,1,0,1
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Preventive Health Services,Assistant Environmental Health Officer,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Allied Health Technical Services,Dental Technician,HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Allied Health Technical Services,Laboratory Technician,HK,1,1,0
MoH - 2015,,,HEU,Administration,Motor Vehicle Driver,N,12,1,11
MoH - 2015,South East Region,Zomba District,Zomba Mental Hospital,Accounting,Accountant,I,1,1,0
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Allied Health Professionals,Medical Technician (for Med Ass),HK,1,1,0
MoH - 2015,Northern Region,Mzimba District,Bwengu Rural Health Centre,Nursing Services,Nurse Technician,HK,14,14,0
