ID NUMBER,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,2.02.e How often,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,Level
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,RPT WARDAUDIT,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,Monthly Ward Audit,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,RPT WARDAUDIT,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,Monthly Ward Audit,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,RPT WARDAUDIT,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,Monthly Ward Audit,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,SYS HMIS,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,HMIS,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,SYS HMIS,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,HMIS,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,SYS HMIS,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,HMIS,District
2401A,DM,2A,TEST HIVPOS INIT ART,UPTAKE,SYS HMIS,MONTHLY,Number of individuals who tested HIV positive who initiate ART,Increase Uptake/Demand Creation,HMIS,District
2401A,DM,2A,TEST HIVPOS INIT,STAKEENGAGE,REG HTC,MONTHLY,Number of individuals tested HIV positive who initiate treatment,Stakeholder Engagement,HIV Testing and Counseling Register,District
2401A,DM,2A,TEST HIVPOS INIT,STAKEENGAGE,RPT HTC,MONTHLY,Number of individuals tested HIV positive who initiate treatment,Stakeholder Engagement,HTC Report,District
2401A,DM,3A,TEST HIVPOS TREAT TB,INTEGRATE,OFF TB,BIANNUAL,Number of individuals with TB who tested HIV positive,Integrate Services,Tuberculosis Office,District
2401A,DM,3A,TEST HIVPOS TREAT TB,INTEGRATE,OFF ART,BIANNUAL,Number of individuals with TB who tested HIV positive,Integrate Services,ART Office,District
2401A,DM,3A,TEST HIVPOS TREAT TB,INTEGRATE,OFF HMIS,BIANNUAL,Number of individuals with TB who tested HIV positive,Integrate Services,Health Management Information System Office,District
2401A,DM,4A,DEFAULT,DRUG SUPPLY,REG ART,QUARTERLY,Defaulters,Drug Supply,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DEFAULT,DRUG SUPPLY,REG ART,QUARTERLY,Defaulters,Drug Supply,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DEFAULT,INTEGRATE,REG ART,QUARTERLY,Defaulters,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DEFAULT,INTEGRATE,REG ART,QUARTERLY,Defaulters,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DEFAULT,INTEGRATE,REG ART,QUARTERLY,Defaulters,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DRUG SUPPLY,INTEGRATE,REG ART,QUARTERLY,Drug Supply,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DRUG SUPPLY,INTEGRATE,REG ART,QUARTERLY,Drug Supply,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,4A,DRUG SUPPLY,INTEGRATE,REG ART,QUARTERLY,Drug Supply,Integrate Services,Anti-Retroviral Treatment Register,District
2401A,DM,5A,VMMC CIRCUMCISED,BARRIER,MEETING,BIANNUAL,VMMC Circumcised,Address Barrier,Meeting,District
2401A,DM,5A,VMMC CIRCUMFREQ,BARRIER,MEETING,BIANNUAL,VMMC Circumcision Frequency,Address Barrier,Meeting,District
2401A,DM,5A,VMMC CIRCUMFREQ,UPTAKE,PER STAKE,BIANNUAL,VMMC Circumcision Frequency,Increase Uptake/Demand Creation,Stakeholder,District
2401A,DM,5A,VMMC COMPLICATION,UPTAKE,PER STAKE,BIANNUAL,VMMC Complication,Increase Uptake/Demand Creation,Stakeholder,District
2401A,DM,6A,DEFAULT,STUDY,REG CHAI,MONTHLY,Defaulters,Facility Study Participation,Clinton Health Access Initiative Register,District
2401A,DM,6A,DEFAULT,STUDY,REG EID,MONTHLY,Defaulters,Facility Study Participation,Early Infant Diagnosis Register,District
2401A,DM,6A,DEFAULT,STUDY,REG PMTCT,MONTHLY,Defaulters,Facility Study Participation,Preventing Mother to Child Transmission Register,District
2401A,DM,6A,TEST HIVPOS WOMEN,DEFAULT,REG CHAI,MONTHLY,Number of women who test HIV positive,Defaulters,Clinton Health Access Initiative Register,District
2401A,DM,6A,TEST HIVPOS WOMEN,DEFAULT,REG EID,MONTHLY,Number of women who test HIV positive,Defaulters,Early Infant Diagnosis Register,District
2401A,DM,6A,TREAT NVP,DEFAULT,REG CHAI,MONTHLY,Treatment NVP,Defaulters,Clinton Health Access Initiative Register,District
2401A,DM,6A,TREAT NVP,DEFAULT,REG EID,MONTHLY,Treatment NVP,Defaulters,Early Infant Diagnosis Register,District
2401A,DM,7A,ATTENDCLIN,PROGTARGET,OFF HMIS,QUARTERLY,Client Attend Clinic,Program Targeting,Health Management Information System Office,District
2401A,DM,7A,ATTENDCLIN,PROGTARGET,OFF HMIS,QUARTERLY,Client Attend Clinic,Program Targeting,Health Management Information System Office,District
2401A,DM,7A,ATTENDCLIN,PROGTARGET,REG ART,QUARTERLY,Client Attend Clinic,Program Targeting,Anti-Retroviral Treatment Register,District
2401A,DM,7A,ATTENDCLIN,PROGTARGET,REG ART,QUARTERLY,Client Attend Clinic,Program Targeting,Anti-Retroviral Treatment Register,District
2401A,DM,7A,DEFAULT,PROGTARGET,OFF HMIS,QUARTERLY,Defaulters,Program Targeting,Health Management Information System Office,District
2401A,DM,7A,DEFAULT,PROGTARGET,OFF HMIS,QUARTERLY,Defaulters,Program Targeting,Health Management Information System Office,District
2401A,DM,7A,DEFAULT,PROGTARGET,REG ART,QUARTERLY,Defaulters,Program Targeting,Anti-Retroviral Treatment Register,District
2401A,DM,7A,DEFAULT,PROGTARGET,REG ART,QUARTERLY,Defaulters,Program Targeting,Anti-Retroviral Treatment Register,District
2401A,DM,8A,RPTRATE,GENRPT,SYS DHIS2,MONTH Q,Reporting Rate,Generate Report,DHIS2,District
2401A,DM,8A,RPTRATE,GENRPT,SYS DHIS2,MONTH Q,Reporting Rate,Generate Report,DHIS2,District
2401A,DM,9A,TREAT ART,INTEGRATE,REG PARTNER,QUART BI,Treatment ART,Integrate Services,Partner Register,District
2401A,DM,9A,TREAT ART,INTEGRATE,REG PARTNER,QUART BI,Treatment ART,Integrate Services,Partner Register,District
2401A,DM,9A,TREAT ART,INTEGRATE,REG PARTNER,QUART BI,Treatment ART,Integrate Services,Partner Register,District
2401A,DM,9A,DEFAULT,INTEGRATE,REG PARTNER,QUART BI,Defaulters,Integrate Services,Partner Register,District
2401A,DM,9A,DEFAULT,INTEGRATE,REG PARTNER,QUART BI,Defaulters,Integrate Services,Partner Register,District
2401A,DM,9A,DEFAULT,INTEGRATE,REG PARTNER,QUART BI,Defaulters,Integrate Services,Partner Register,District
2401A,DM,9A,DEFAULT,FOLLOWUP,OFF HMIS,QUARTERLY,Defaulters,Default Followup,Health Management Information System Office,District
2401A,DM,9A,DEFAULT,FOLLOWUP,REG ART,QUARTERLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,District
2403A,DH,1A,TREAT ART,0,RPT FACILITY,QUARTERLY,Treatment ART,0,Faciltiy Report,District
2403A,DH,1A,TREAT ART,0,RPT FACILITY,QUARTERLY,Treatment ART,0,Faciltiy Report,District
2403A,DH,1A,TREAT ART,0,RPT FACILITY,QUARTERLY,Treatment ART,0,Faciltiy Report,District
2403A,DH,1A,TREAT ART,0,RPT FACILITY,QUARTERLY,Treatment ART,0,Faciltiy Report,District
2403A,DH,2A,DONTKNOW,0,DONTKNOW,NA,Don't Know,0,Don't Know,District
2403A,DH,3A,DONTKNOW,0,DONTKNOW,NA,Don't Know,0,Don't Know,District
2403A,DH,4A,NA,0,NA,NA,Not Available,0,Not Available,District
2403A,DH,7A,MI,0,RPT CBO,MONTHLY,Missing Information,0,CBO Report,District
2403A,DH,7A,MI,0,RPT CBO,MONTHLY,Missing Information,0,CBO Report,District
2405A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,DAILY,Drug Supply,Drug Supply,Pharmacy,District
2405A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,DAILY,Drug Supply,Drug Supply,Pharmacy,District
2405A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,District
2405A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,FAC,DAILY,Drug Supply,Drug Supply,Facility,District
2405A,DM,1A,TREAT ART,DRUG SUPPLY,RPT FACILITY,QUARTERLY,Treatment ART,Drug Supply,Faciltiy Report,District
2405A,DM,1A,TREAT ART,DRUG SUPPLY,RPT FACILITY,QUARTERLY,Treatment ART,Drug Supply,Faciltiy Report,District
2405A,DM,1A,DRUG EXPIRY,DRUG STORAGE,OFF PHARM,DAILY,Drug Expiry,Drug Storage,Pharmacy,District
2405A,DM,1A,DRUG EXPIRY,DRUG STORAGE,FAC,DAILY,Drug Expiry,Drug Storage,Facility,District
2405A,DM,2A,WHOSTAGE,TREATINIT,FAC ART,DAILY,WHO Staging,Treatment Initiation,ART Clinic,District
2405A,DM,2A,WHOSTAGE,TREATINIT,OFF LAB,DAILY,WHO Staging,Treatment Initiation,Laboratory,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,OFF LAB,DAILY,Test HIV Positive,Treatment Initiation,Laboratory,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,OFF LAB,DAILY,Test HIV Positive,Treatment Initiation,Laboratory,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,RPT WARD,DAILY,Test HIV Positive,Treatment Initiation,Ward Report,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,RPT WARD,DAILY,Test HIV Positive,Treatment Initiation,Ward Report,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,REG HTC,DAILY,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,District
2405A,DM,3A,TEST HIVPOS,TREATINIT,REG HTC,DAILY,Test HIV Positive,Treatment Initiation,HIV Testing and Counseling Register,District
2405A,DM,4A,DEFAULT,DEFAULT,RPT,QUARTERLY,Defaulters,Defaulters,Report,District
2405A,DM,4A,DEFAULT,NONE,RPT,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,4A,DEFAULT,NONE,RPT,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,4A,LOSSFOLLOW,NONE,RPT,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,4A,LOSSFOLLOW,NONE,RPT,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,4A,DEFAULT,NONE,RPT,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,4A,DEFAULT,NONE,RPT,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,4A,DEFAULT,NONE,RPT,QUARTERLY,Defaulters,Not Transmitted,Report,District
2405A,DM,4A,LOSSFOLLOW,NONE,RPT,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,4A,LOSSFOLLOW,NONE,RPT,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,4A,LOSSFOLLOW,NONE,RPT,QUARTERLY,Loss To Followup,Not Transmitted,Report,District
2405A,DM,6A,DEFAULT,FOLLOWUP,RPT,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,6A,DEFAULT,FOLLOWUP,RPT,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,6A,DEFAULT,FOLLOWUP,RPT,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,6A,DEFAULT,FOLLOWUP,RPT,MONTHLY,Defaulters,Default Followup,Report,District
2405A,DM,6A,RETENT,FOLLOWUP,RPT,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,6A,RETENT,FOLLOWUP,RPT,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,6A,RETENT,FOLLOWUP,RPT,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,6A,RETENT,FOLLOWUP,RPT,MONTHLY,Retention,Default Followup,Report,District
2405A,DM,6A,RETENT,TREATINIT MOTBAB,RPT,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,6A,RETENT,TREATINIT MOTBAB,RPT,MONTHLY,Retention,Mother Baby Pair Treatment Initiation,Report,District
2405A,DM,7A,DRUG SUPPLY,DRUG SUPPLY,OFF HIVUNIT,QUARTERLY,Drug Supply,Drug Supply,HIV/AIDS Unit,District
2405A,DM,8A,DEFAULT,SUPERVISION,RPT,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,8A,DEFAULT,SUPERVISION,RPT,QUARTERLY,Defaulters,Supervision,Report,District
2405A,DM,8A,DEFAULT,SUPERVISION,RPT,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,8A,DEFAULT,SUPERVISION,RPT,SUPVISIT,Defaulters,Supervision,Report,District
2405A,DM,8A,RPTRATE,SUPERVISION,RPT,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,8A,RPTRATE,SUPERVISION,RPT,QUARTERLY,Reporting Rate,Supervision,Report,District
2405A,DM,8A,RPTRATE,SUPERVISION,RPT,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,8A,RPTRATE,SUPERVISION,RPT,SUPVISIT,Reporting Rate,Supervision,Report,District
2405A,DM,9A,DRUG STOCKOUT,STAKEENGAGE,OFF PHARM,ASNEED,Drug Stock Out,Stakeholder Engagement,Pharmacy,District
2405A,DM,9A,FACPERFORM,STAKEENGAGE,OFF PHARM,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2405A,DM,9A,FACPERFORM,STAKEENGAGE,OFF PHARM,ASNEED,Facility Performance,Stakeholder Engagement,Pharmacy,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,REFER,PER SUPPLY,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,REFER,PER SUPPLY,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,REFER,PER SUPPLY,ASNEED,Drug Consumption,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,REFER,CARD STOCK,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,REFER,CARD STOCK,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,REFER,CARD STOCK,ASNEED,Drug Consumption,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,1A,CONSIGN,REFER,PER SUPPLY,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,REFER,PER SUPPLY,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,REFER,PER SUPPLY,ASNEED,Date Of Next Consignment,Referral,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,REFER,CARD STOCK,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,1A,CONSIGN,REFER,CARD STOCK,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,1A,CONSIGN,REFER,CARD STOCK,ASNEED,Date Of Next Consignment,Referral,Stock Card,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,PER SUPPLY,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,PER SUPPLY,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,PER SUPPLY,ASNEED,Date Of Next Consignment,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,CARD STOCK,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,CARD STOCK,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,1A,CONSIGN,DRUG SUPPLY,CARD STOCK,ASNEED,Date Of Next Consignment,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,PER SUPPLY,ASNEED,Drug Supply,Referral,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,REFER,CARD STOCK,ASNEED,Drug Supply,Referral,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,PER SUPPLY,ASNEED,Drug Supply,Drug Supply,Supply Chain Manager,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,1A,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,ASNEED,Drug Supply,Drug Supply,Stock Card,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,PER SUPPLY,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,PER SUPPLY,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,PER SUPPLY,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,PER SUPPLY,MONTHLY,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,CARD STOCK,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,CARD STOCK,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,CARD STOCK,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,2A,DRUG CONSUMP,TESTKIT,CARD STOCK,MONTHLY,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,7A,DRUG CONSUMP,TESTKIT,PER SUPPLY,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,7A,DRUG CONSUMP,TESTKIT,PER SUPPLY,ASNEED,Drug Consumption,Test Kits Used,Supply Chain Manager,District
2406A,DM,7A,DRUG CONSUMP,TESTKIT,CARD STOCK,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,7A,DRUG CONSUMP,TESTKIT,CARD STOCK,ASNEED,Drug Consumption,Test Kits Used,Stock Card,District
2406A,DM,9A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,9A,DRUG CONSUMP,DRUG SUPPLY,PER SUPPLY,MONTHLY,Drug Consumption,Drug Supply,Supply Chain Manager,District
2406A,DM,9A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2406A,DM,9A,DRUG CONSUMP,DRUG SUPPLY,CARD STOCK,MONTHLY,Drug Consumption,Drug Supply,Stock Card,District
2407A,DM,1A,TREAT,NONE,OFF LAB,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,1A,TREAT,NONE,OFF LAB,MONTHLY,Patients Treated,Not Transmitted,Laboratory,District
2407A,DM,1A,TEST LIVER,NONE,OFF LAB,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,1A,TEST LIVER,NONE,OFF LAB,MONTHLY,Test Liver Function,Not Transmitted,Laboratory,District
2407A,DM,1A,TEST CD4COUNT,NONE,OFF LAB,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,1A,TEST CD4COUNT,NONE,OFF LAB,MONTHLY,Test CD4 Count,Not Transmitted,Laboratory,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,REG,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,REG,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,REG,DAILY M,Test HIV Positive,Blood Donor,Register,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,FORM,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,FORM,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,2A,TEST HIVPOS,BLOODDONOR,FORM,DAILY M,Test HIV Positive,Blood Donor,Form,District
2407A,DM,2A,TEST HIVNEG,BLOODDONOR,REG,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,2A,TEST HIVNEG,BLOODDONOR,REG,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,2A,TEST HIVNEG,BLOODDONOR,REG,DAILY M,Test HIV Negative,Blood Donor,Register,District
2407A,DM,2A,TEST HIVNEG,BLOODDONOR,FORM,DAILY M,Test HIV Negative,Blood Donor,Form,District
